書名,注記,請求記号,タイトル（ヨミ）,資料番号/Barcode No.,所蔵図書館室 / Holding Library,書誌ID,巻,メモ,文庫区分,著者・編者・監修者,購入年,出版年,幅・高さ,種別,言語,書名2,出版社,分類1,分類2,解説1,第一中学本,図版番号,開成学校本,キーワード,サイズ,帝国大学本,タイトル2,東京大学本,解説2,解説3,解説4,解説5,解説6,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
PL.11 MÉCANIQUE No.11,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.11,ARTICULATIONS.,○,PL.11,―,機械部品,A3,―,ÉTUDES DE DESSIN AU LAVIS.,○,ARTICULATION D'UNE BARRED'EXCENTRIQUE et d'une TIGE de TIROIR à VAPEUR. (Grandeur d'exé cution.),(Transformation du mouvement circulaire continu en rectiligne alternatif.),,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8ac3a0bf-59bc-55e2-96be-8533ee7d42b2.json,8ac3a0bf-59bc-55e2-96be-8533ee7d42b2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/8ac3a0bf-59bc-55e2-96be-8533ee7d42b2,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0a0a54594968e4558e632d61107c889354f795ba.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541670,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-011,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8ac3a0bf-59bc-55e2-96be-8533ee7d42b2/manifest,,,,,1
PL.12 MÉCANIQUE No.12,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.12,EXCENTRIQUES,○,PL.12,―,機械部品,A3,―,ÉTUDES DE DESSIN AU LAVIS.,○,"MODÈLE D'UN EXCENTRIQUE DELOCOMOTIVES. (Partie du mécanisme de distribution de la vapeur.) Echelle de 1/2 ou de 0m, 50 pour mètre.",(Organe pour la transformation du mouvement circulaire continu en rectiligne alternatif.),,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ddd9ec1e-46cf-068d-770f-59bab63b92b8.json,ddd9ec1e-46cf-068d-770f-59bab63b92b8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/ddd9ec1e-46cf-068d-770f-59bab63b92b8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/28c886c45d83277183129908b34def6403800529.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541669,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-012,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ddd9ec1e-46cf-068d-770f-59bab63b92b8/manifest,,,,,1
PL.13 MÉCANIQUE No.13,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.13,ENGRENAGES DROITS OU CYLINDRIQUES,○,PL.13,―,機械部品,A3,―,ÉTUDES DE DESSIN AU LAVIS.,○,DESSIN D'UN PIGNON MONTÉ SUR SON ARBRE DE ROTATION,(Grandeur d'exé cution.),,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0b84719a-141a-a44b-8f88-f6169768a37e.json,0b84719a-141a-a44b-8f88-f6169768a37e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/0b84719a-141a-a44b-8f88-f6169768a37e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f0a6714970a1df0b9c36df3b29473244f776c26d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541668,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-013,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0b84719a-141a-a44b-8f88-f6169768a37e/manifest,,,,,1
PL.14 MÉCANIQUE No.14,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.14,GUIDES DU MOUVEMENT CIRCULAIRE,○,PL.14,―,機械部品,A3,―,ÉTUDES DE DESSIN AU LAVIS.,○,"MODÈLE D'UN PALIER. (Pour tourillons de 0m, 05 de diamètre.)","(Echelle de 0 m, 80 pour mètre ou de 4/5 d'exécution.)",,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/bc5669cb-49e4-3cdf-554b-7aa2716c1020.json,bc5669cb-49e4-3cdf-554b-7aa2716c1020,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/bc5669cb-49e4-3cdf-554b-7aa2716c1020,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/549a43d2d1cd96fc9868a4d03704ea4ca0d2b9c4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541667,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-014,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/bc5669cb-49e4-3cdf-554b-7aa2716c1020/manifest,,,,,1
PL.15 MÉCANIQUE No.15,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.15,GUIDES DU MOUVEMENT CIRCULAIRE,○,PL.15,―,機械部品,A3,―,ÉTUDES DE DESSIN AU LAVIS.,○,DESSIN DE CONSOLES - SUPPORTS D'ARBRES DE TRANSMISSION DU MOUVEMENT.,"Petites Consoles avec Paliers, étavlies dans la salle des Machines en mouvement du Conservatoire Impé rial des Arts et Mé tiers de Paris. (Echelle de 0m. 45 pour mètre ou de",,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c6bb8ad1-0520-1144-1c81-bf7488758ab5.json,c6bb8ad1-0520-1144-1c81-bf7488758ab5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/c6bb8ad1-0520-1144-1c81-bf7488758ab5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/dab20347ab22523ac1b24f36ae74dbd6d9a5d8fb.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541666,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-015,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c6bb8ad1-0520-1144-1c81-bf7488758ab5/manifest,,,,,1
PL.16 MÉCANIQUE No.16,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.16,MACHINE LOCOMOTIVE,○,PL.16,―,蒸気機関車,A3,―,-,○,"DESSIN SIMPLIFIÉ DES MACHINES À SIX ROUES ACCOUPLÉES ET ÀCYLINDRES INTÉRIEURS, construites sur les plans de M. l'Ingénieur C.
Polonceau. (Chemin de fer de Paris à Orl",,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2d09bf95-9005-0868-28b6-21731fc80411.json,2d09bf95-9005-0868-28b6-21731fc80411,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/2d09bf95-9005-0868-28b6-21731fc80411,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9301a9aef03b04b54e3a2aa491d43a3f3acc1afe.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541665,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-016,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2d09bf95-9005-0868-28b6-21731fc80411/manifest,,,,,1
PL.17 MAÇONNERIE No.1,,,,,,,,,,,,,,,,,,MAÇONNERIE,No.1,ÉPURE DE LA TÉTE D'AVAL D'UN PONCEAU AVEC MURS EN AILE.,○,PL.17,―,石橋,A3,○,-,―,Ponceau exécuté par l'Auteur dans les travaux de navigation de la Seine.,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7fd6aee5-6731-6e96-102b-eb6f8028764b.json,7fd6aee5-6731-6e96-102b-eb6f8028764b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/7fd6aee5-6731-6e96-102b-eb6f8028764b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a8c6c8cf156f575839a7e3847e34f17df8efa843.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541664,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-017,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7fd6aee5-6731-6e96-102b-eb6f8028764b/manifest,,,,,1
PL.18 CHARPENTE No.1,,,,,,,,,,,,,,,,,,CHARPENTE,No.1,COMBLES,○,PL.18,―,屋根組み,A3,○,-,―,ÉTUDE D'UN COMBLE SIMPLE EN BOIS(de chène),"de 6 à 8 mètres de portée couvert en
tuiles ordinaires.",,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4e4c7591-7a68-1b1f-300a-5dd6c9bc51fb.json,4e4c7591-7a68-1b1f-300a-5dd6c9bc51fb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/4e4c7591-7a68-1b1f-300a-5dd6c9bc51fb,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/bd3f8f5488c9f1989d440e92d675e5cf27c3fc17.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541663,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-018,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4e4c7591-7a68-1b1f-300a-5dd6c9bc51fb/manifest,,,,,1
PL.19 MÉCANIQUE No.17,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.17,MARTEAUX DE FORGES,○,PL.19,―,機械/蒸気ハンマー,A3,―,ÉTUDES DE DESSIN AU LAVIS.,○,MARTEAU FRONTAL POUR LE CINGLAGE DES LOUPES DE FER PUDDLÉ.,(Appareils employés dans la métallurgie du fer.),,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2a75a3d6-1855-663b-72dd-f8310b394a31.json,2a75a3d6-1855-663b-72dd-f8310b394a31,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/2a75a3d6-1855-663b-72dd-f8310b394a31,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c0ec4d6b22841376823c4978d3056b650c83f8e9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541662,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-019,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2a75a3d6-1855-663b-72dd-f8310b394a31/manifest,,,,,1
PL.20 MÉCANIQUE No.18,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.18,POMPES,○,PL.20,―,機械/ポンプ,A3,―,ÉTUDES DE DESSIN AU LAVIS.,○,DESSIN DES POMPES ALIMENTAIRES DES NOUVELLES LOCOMOTIVES À MARCHANDISES,"de Mr. C. Polonceau, Ingénieur en chef, Ré gisseur des ateliers et de la traction du chemin de fer de Paris à Orléans.",,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/686abbdb-0eea-2c6e-76c7-4e21bbfb5075.json,686abbdb-0eea-2c6e-76c7-4e21bbfb5075,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/686abbdb-0eea-2c6e-76c7-4e21bbfb5075,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ab49d274aee6934c8ae4a7f7b6ac3be34df6761b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541661,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-020,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/686abbdb-0eea-2c6e-76c7-4e21bbfb5075/manifest,,,,,1
PL.21 MÉCANIQUE No.19,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.19,MACHINE LOCOMOBILE,○,PL.21,―,ロコモービル/移動式蒸気機関,A3,―,-,○,"DESSIN SIMPLIFIÉ DES NOUVELLES LOCOMOBILES de Mr. CALLA,Constructeur à Paris. Modèle de la force de 6 à 8 chevaux-vapeur et du poids
total de 3500 Kg",,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/bb65fb26-8c27-9713-0404-23bed04c9739.json,bb65fb26-8c27-9713-0404-23bed04c9739,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/bb65fb26-8c27-9713-0404-23bed04c9739,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7e1c8bda4ac6017ec500d2d6e09fa6f9d49ce20b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541660,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-021,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/bb65fb26-8c27-9713-0404-23bed04c9739/manifest,,,,,1
PL.22 MÉCANIQUE No.20,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.20,POULIES,○,PL.22,―,機械部品,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN D'UNE POULIE À CHAÎNE,appartenant à une nouvelle grue de dé chargement établie sur le pont St.Nicolas à Paris.,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2a040dc9-03ce-51b3-2b28-69f48d371e25.json,2a040dc9-03ce-51b3-2b28-69f48d371e25,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/2a040dc9-03ce-51b3-2b28-69f48d371e25,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/cfec1ce91aeb1dd71511c21816fe10c201e181ab.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541659,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-022,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2a040dc9-03ce-51b3-2b28-69f48d371e25/manifest,,,,,1
PL.23 MAÇONNERIE No.2,,,,,,,,,,,,,,,,,,MAÇONNERIE,No.2,DESSIN D'EX&Eacute;CUTION D'UN PONCEAU AVEC MURS EN RETOUR D'&Eacute;QUERRE,○,PL.23,―,石橋,A3,○,DESSIN À L'USAGE DES CHANTIERS,―,DESSIN D'EXÉCUTION D'UN PONCEAU AVEC MURS EN RETOUR D'ÉQUERRE,construit sur un ruisseau pour le passage d'une route en remblai.,(Type de Ponceaux exécutés par l'Auteur.),,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8d7eb91b-888c-5fcd-5de5-55a44045058f.json,8d7eb91b-888c-5fcd-5de5-55a44045058f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/8d7eb91b-888c-5fcd-5de5-55a44045058f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/27ac320ab1731d481177973fd999190f9e6fe4f0.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541658,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-023,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8d7eb91b-888c-5fcd-5de5-55a44045058f/manifest,,,,,1
PL.24 MÉCANIQUE No.21,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.21,TREUILS,○,PL.24,―,巻き上げ機,A3,―,ÉTUDES DE DESSIN AU LAVIS.,○,DESSIN D'UN TREUIL À ENGRENAGES.,"Appareil servant au d éplacement et au chargement des fardeaux, au montage et démontage des machines, etc.",,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/608b8c13-272d-4590-829f-8321d50457e0.json,608b8c13-272d-4590-829f-8321d50457e0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/608b8c13-272d-4590-829f-8321d50457e0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/777e2fc36960868cd710bfbf5b7b07bdc5973146.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541657,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-024,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/608b8c13-272d-4590-829f-8321d50457e0/manifest,,,,,1
PL.25 MÉCANIQUE No.22,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.22,MACHINES  À  VAPEUR,○,PL.25,―,蒸気機関,A3,―,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN TYPE D'UNE MACHINE À VAPEUR À ACTION DIRECTE,Réduite à ses élé ments essentiels.,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/930401cb-6330-4cc7-0560-c7fba8342838.json,930401cb-6330-4cc7-0560-c7fba8342838,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/930401cb-6330-4cc7-0560-c7fba8342838,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/046aed736bcf8b7e10f8595df278b35998525684.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541656,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-025,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/930401cb-6330-4cc7-0560-c7fba8342838/manifest,,,,,1
PL.26 MÉCANIQUE No.23,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.23,MACHINES LOCOMOTIVES,○,PL.26,―,蒸気機関車,A3,―,ÉTUDES DE DESSIN AU LAVIS.,○,"DESSIN SIMPLIFIÉ DES MACHINES A VOYAGEURS DU CHEMIN DE FER DUNORD, construites d'après les plans modifiés de R. Stephenson._Machines à
cylindres extérieurs.",,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dda1587b-07d7-575b-41ce-8f87718765d9.json,dda1587b-07d7-575b-41ce-8f87718765d9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/dda1587b-07d7-575b-41ce-8f87718765d9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4f7bc984c50f92993d01739ac54cdf1961ad55b0.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541655,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-026,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dda1587b-07d7-575b-41ce-8f87718765d9/manifest,,,,,1
PL.27 MAÇONNERIE No.3,,,,,,,,,,,,,,,,,,MAÇONNERIE,No.3,PONTS,○,PL.27,―,石橋,A3,○,DESSIN À L'USAGE DES CHANTIERS,―,DESSIN DU PONT BIAIS CONSTRUIT SUR LA RUE DE CAMBRAI À LA VILLETTE,pour le passage du Chemin de fer de Ceinture de Paris.,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ffd34517-546b-9071-136a-7539b9724421.json,ffd34517-546b-9071-136a-7539b9724421,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/ffd34517-546b-9071-136a-7539b9724421,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7f80bd04f8abc9afe2876c22142b3427fbc13b88.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541654,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-027,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ffd34517-546b-9071-136a-7539b9724421/manifest,,,,,1
PL.28 CHARPENTE No.2,,,,,,,,,,,,,,,,,,CHARPENTE,No.2,COMBLES,○,PL.28,―,屋根組み,A3,○,DESSIN À L'USAGE DES CHANTIERS,―,"DESSIN DU COMBLE QUI COUVRE LE NOUVEAU MARCHÉ DE PASSY(Seine)_Comble surbaissé construit en bois de sapin et en fer, et couvert en
ardoises.",,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7a83fb87-9f6e-7715-3e68-49ee22a0a0b9.json,7a83fb87-9f6e-7715-3e68-49ee22a0a0b9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/7a83fb87-9f6e-7715-3e68-49ee22a0a0b9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/771cde63408f45b4b0699903c2bafae5ab8c4236.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541653,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-028,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7a83fb87-9f6e-7715-3e68-49ee22a0a0b9/manifest,,,,,1
PL.29 MÉCANIQUE No.24,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.24,MACHINES LOCOMOTIVES,―,PL.29,―,蒸気機関車,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,"DESSIN DE LA COULISSE DE R.STEPHENSON, ou mécanisme de distribution de vapeur et de changement de marche",appliqué aux Locomotives du systeme Crampton.,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/af31e297-1e3e-286d-5ac5-4e4b632f2796.json,af31e297-1e3e-286d-5ac5-4e4b632f2796,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/af31e297-1e3e-286d-5ac5-4e4b632f2796,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0ec5a4c698c4a0b242b4bd0c8875a007caf1b7a6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541652,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-029,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/af31e297-1e3e-286d-5ac5-4e4b632f2796/manifest,,,,,1
