類林新咏 36巻 ; 卷之35-36,"類林新咏 36巻 / (清) 姚之駰譔注 ; 卷之1-2 - 卷之35-36. -- 敦化堂, 康熙47 [1708] 序. -- 16冊 ; 25.2×16.4cm.",B3:87,3002924870,,,,,,駒場図書館,087150,,ルイリン シンエイ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4f4bc570-143c-8141-16d2-e479a10f4c6f.json,4f4bc570-143c-8141-16d2-e479a10f4c6f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/4f4bc570-143c-8141-16d2-e479a10f4c6f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/de7445fac9df65d384b657c182bd62d1086404cd.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683857,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4f4bc570-143c-8141-16d2-e479a10f4c6f/manifest,,,,,60
藥性本草約言 4巻 ; 卷之1,"藥性本草約言 4巻 / (明) 薛己編輯 ; (明) 燕志學校正 ; 卷之1 - 卷之4. -- 田原二左衛門, 万治3 [1660]. -- 4冊 ; 26.7×18.8cm.",B3:88,3002924888,,,,,,駒場図書館,088000,,ヤクショウ ホンゾウ ヤクゲン,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0aa9bed3-45b9-7a48-7ec9-c397e1972ef7.json,0aa9bed3-45b9-7a48-7ec9-c397e1972ef7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/0aa9bed3-45b9-7a48-7ec9-c397e1972ef7,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3151be8fa8ddaaf3a046dd6008d6821df8dd91a2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683856,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0aa9bed3-45b9-7a48-7ec9-c397e1972ef7/manifest,,,,,90
藥性本草約言 4巻 ; 卷之2,"藥性本草約言 4巻 / (明) 薛己編輯 ; (明) 燕志學校正 ; 卷之1 - 卷之4. -- 田原二左衛門, 万治3 [1660]. -- 4冊 ; 26.7×18.8cm.",B3:88,3002924896,,,,,,駒場図書館,088010,,ヤクショウ ホンゾウ ヤクゲン,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/34825525-11f0-193e-15fc-c2f9cd06702a.json,34825525-11f0-193e-15fc-c2f9cd06702a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/34825525-11f0-193e-15fc-c2f9cd06702a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/bb3fb3dd2d1b0b014944478c4c7680c818b916be.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683855,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/34825525-11f0-193e-15fc-c2f9cd06702a/manifest,,,,,62
藥性本草約言 4巻 ; 卷之3,"藥性本草約言 4巻 / (明) 薛己編輯 ; (明) 燕志學校正 ; 卷之1 - 卷之4. -- 田原二左衛門, 万治3 [1660]. -- 4冊 ; 26.7×18.8cm.",B3:88,3002924904,,,,,,駒場図書館,088020,,ヤクショウ ホンゾウ ヤクゲン,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/eafe04f4-8a74-62a3-6cdb-69dd4f6171f9.json,eafe04f4-8a74-62a3-6cdb-69dd4f6171f9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/eafe04f4-8a74-62a3-6cdb-69dd4f6171f9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/654a256131d6337d4186412cc1acef4988ed24c1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683854,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/eafe04f4-8a74-62a3-6cdb-69dd4f6171f9/manifest,,,,,64
藥性本草約言 4巻 ; 卷之4,"藥性本草約言 4巻 / (明) 薛己編輯 ; (明) 燕志學校正 ; 卷之1 - 卷之4. -- 田原二左衛門, 万治3 [1660]. -- 4冊 ; 26.7×18.8cm.",B3:88,3002924912,,,,,,駒場図書館,088030,,ヤクショウ ホンゾウ ヤクゲン,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8c8733c9-4c50-7b88-268c-01ee83b04ea8.json,8c8733c9-4c50-7b88-268c-01ee83b04ea8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/8c8733c9-4c50-7b88-268c-01ee83b04ea8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/32b0a525591a3cd3d12aaa4467a5d92d3d4b6553.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683853,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8c8733c9-4c50-7b88-268c-01ee83b04ea8/manifest,,,,,53
開拓使官園動植品類簿,"開拓使官園動植品類簿. -- [出版者不明], [明治初期]. -- 15丁 ; 26cm.",B3:94,3002925174,,,,,,駒場図書館,094000,,カイタクシ カンエン ドウショク ヒンルイボ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8a84d874-20b2-8002-3512-f955bbcf4b21.json,8a84d874-20b2-8002-3512-f955bbcf4b21,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/8a84d874-20b2-8002-3512-f955bbcf4b21,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b34d827a8858708c674f7be56c02836699be0647.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683852,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8a84d874-20b2-8002-3512-f955bbcf4b21/manifest,,,,,20
周憲王救荒本草 14巻補遺1巻救荒野譜1巻補遺1巻 ; 卷之1,"周憲王救荒本草 14巻補遺1巻救荒野譜1巻補遺1巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; (日本) 蘭山 [校] ; 卷之1 - 卷之9. -- 長松堂大路次郎右衛門, 寛政11[1799]. -- 9冊 ; 25.8×18.5cm.",B3:95,3002925182,,,,,,駒場図書館,095000,,シュウ ケンオウ キュウコウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8f5b9387-a35a-1c4a-8585-8a0d4c2d8b7c.json,8f5b9387-a35a-1c4a-8585-8a0d4c2d8b7c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/8f5b9387-a35a-1c4a-8585-8a0d4c2d8b7c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f999ed82f7e75927000c50ff8d22ac5e0bab7579.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683850,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8f5b9387-a35a-1c4a-8585-8a0d4c2d8b7c/manifest,,,,,81
周憲王救荒本草 14巻補遺1巻救荒野譜1巻補遺1巻 ; 卷之2,"周憲王救荒本草 14巻補遺1巻救荒野譜1巻補遺1巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; (日本) 蘭山 [校] ; 卷之1 - 卷之9. -- 長松堂大路次郎右衛門, 寛政11[1799]. -- 9冊 ; 25.8×18.5cm.",B3:95,3002925190,,,,,,駒場図書館,095010,,シュウ ケンオウ キュウコウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/623df0d6-4f00-939f-9fa6-571526c112be.json,623df0d6-4f00-939f-9fa6-571526c112be,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/623df0d6-4f00-939f-9fa6-571526c112be,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/19d585ca9b8bcdba47774fbff449eb19d2e36a60.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683849,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/623df0d6-4f00-939f-9fa6-571526c112be/manifest,,,,,58
周憲王救荒本草 14巻補遺1巻救荒野譜1巻補遺1巻 ; 卷之3,"周憲王救荒本草 14巻補遺1巻救荒野譜1巻補遺1巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; (日本) 蘭山 [校] ; 卷之1 - 卷之9. -- 長松堂大路次郎右衛門, 寛政11[1799]. -- 9冊 ; 25.8×18.5cm.",B3:95,3002925208,,,,,,駒場図書館,095020,,シュウ ケンオウ キュウコウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f3acb572-0659-0aab-18c1-c511cc156c92.json,f3acb572-0659-0aab-18c1-c511cc156c92,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/f3acb572-0659-0aab-18c1-c511cc156c92,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9c84a674eeb0c63948920cd5dc836b5ff810da25.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683848,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f3acb572-0659-0aab-18c1-c511cc156c92/manifest,,,,,69
周憲王救荒本草 14巻補遺1巻救荒野譜1巻補遺1巻 ; 卷之4,"周憲王救荒本草 14巻補遺1巻救荒野譜1巻補遺1巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; (日本) 蘭山 [校] ; 卷之1 - 卷之9. -- 長松堂大路次郎右衛門, 寛政11[1799]. -- 9冊 ; 25.8×18.5cm.",B3:95,3002925216,,,,,,駒場図書館,095030,,シュウ ケンオウ キュウコウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ee5e29ce-2c10-0bb3-021a-7bc3b77478cc.json,ee5e29ce-2c10-0bb3-021a-7bc3b77478cc,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/ee5e29ce-2c10-0bb3-021a-7bc3b77478cc,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9c93c2a3de047c9c695ed7031c0c2af50366b48d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683847,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ee5e29ce-2c10-0bb3-021a-7bc3b77478cc/manifest,,,,,66
周憲王救荒本草 14巻補遺1巻救荒野譜1巻補遺1巻 ; 卷之5,"周憲王救荒本草 14巻補遺1巻救荒野譜1巻補遺1巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; (日本) 蘭山 [校] ; 卷之1 - 卷之9. -- 長松堂大路次郎右衛門, 寛政11[1799]. -- 9冊 ; 25.8×18.5cm.",B3:95,3002925224,,,,,,駒場図書館,095040,,シュウ ケンオウ キュウコウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/41ffaceb-8866-8c0c-531c-86138810667a.json,41ffaceb-8866-8c0c-531c-86138810667a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/41ffaceb-8866-8c0c-531c-86138810667a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/96b3a2e47401d2bba8c032862860e5d6fadab5ec.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683846,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/41ffaceb-8866-8c0c-531c-86138810667a/manifest,,,,,59
周憲王救荒本草 14巻補遺1巻救荒野譜1巻補遺1巻 ; 卷之6,"周憲王救荒本草 14巻補遺1巻救荒野譜1巻補遺1巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; (日本) 蘭山 [校] ; 卷之1 - 卷之9. -- 長松堂大路次郎右衛門, 寛政11[1799]. -- 9冊 ; 25.8×18.5cm.",B3:95,3002925232,,,,,,駒場図書館,095050,,シュウ ケンオウ キュウコウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/29d016e9-3cce-48e2-674e-1b16e35022bb.json,29d016e9-3cce-48e2-674e-1b16e35022bb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/29d016e9-3cce-48e2-674e-1b16e35022bb,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9ee223265938c5a11906548414393193ceec89f2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683845,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/29d016e9-3cce-48e2-674e-1b16e35022bb/manifest,,,,,71
周憲王救荒本草 14巻補遺1巻救荒野譜1巻補遺1巻 ; 卷之7,"周憲王救荒本草 14巻補遺1巻救荒野譜1巻補遺1巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; (日本) 蘭山 [校] ; 卷之1 - 卷之9. -- 長松堂大路次郎右衛門, 寛政11[1799]. -- 9冊 ; 25.8×18.5cm.",B3:95,3002925240,,,,,,駒場図書館,095060,,シュウ ケンオウ キュウコウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5893a816-2a40-12c8-8f8e-f1df30b1522f.json,5893a816-2a40-12c8-8f8e-f1df30b1522f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/5893a816-2a40-12c8-8f8e-f1df30b1522f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a52d37bae24d45c89f7ddc42443f943489ab8d78.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683844,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5893a816-2a40-12c8-8f8e-f1df30b1522f/manifest,,,,,61
周憲王救荒本草 14巻補遺1巻救荒野譜1巻補遺1巻 ; 卷之8,"周憲王救荒本草 14巻補遺1巻救荒野譜1巻補遺1巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; (日本) 蘭山 [校] ; 卷之1 - 卷之9. -- 長松堂大路次郎右衛門, 寛政11[1799]. -- 9冊 ; 25.8×18.5cm.",B3:95,3002925257,,,,,,駒場図書館,095070,,シュウ ケンオウ キュウコウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/65d4fdd0-4dac-1c9e-2d5d-7770ef06769b.json,65d4fdd0-4dac-1c9e-2d5d-7770ef06769b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/65d4fdd0-4dac-1c9e-2d5d-7770ef06769b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a8c43cb4b45ce5866fdc7ebde89656d8603c10d1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683843,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/65d4fdd0-4dac-1c9e-2d5d-7770ef06769b/manifest,,,,,73
周憲王救荒本草 14巻補遺1巻救荒野譜1巻補遺1巻 ; 卷之9,"周憲王救荒本草 14巻補遺1巻救荒野譜1巻補遺1巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; (日本) 蘭山 [校] ; 卷之1 - 卷之9. -- 長松堂大路次郎右衛門, 寛政11[1799]. -- 9冊 ; 25.8×18.5cm.",B3:95,3002925265,,,,,,駒場図書館,095080,,シュウ ケンオウ キュウコウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b9c1970f-3359-95ea-19ed-88a8b2da9b0b.json,b9c1970f-3359-95ea-19ed-88a8b2da9b0b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/b9c1970f-3359-95ea-19ed-88a8b2da9b0b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/727f31b9e04cc10a695a69bbce3b06971f2d0f1b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683842,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b9c1970f-3359-95ea-19ed-88a8b2da9b0b/manifest,,,,,32
救荒野譜 1巻補遺1巻坿救荒辟穀諸方,"救荒野譜 1巻補遺1巻坿救荒辟穀諸方 / (明) 王西樓輯 ; (明) 姚可成補 ; (日本) 松岡玄達 [訓點]. -- 白松堂, 正徳5 [1715] 序. -- 2, 3, 2, 1, 4, 2, 30, 2, 30, 1丁 ; 25.6×17.5cm.",B3:95,3002925273,,,,,,駒場図書館,095200,,キュウコウ ヤフ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c024bb5e-15cb-9d2f-9fd9-6c8e017b5f31.json,c024bb5e-15cb-9d2f-9fd9-6c8e017b5f31,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/c024bb5e-15cb-9d2f-9fd9-6c8e017b5f31,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f43761aed689ecace00f64356b0c8d673d0fe488.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683851,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c024bb5e-15cb-9d2f-9fd9-6c8e017b5f31/manifest,,,,,81
灌園草木識 6巻,"灌園草木識 6巻 / (明) 陳正學著. -- 山村三秀 [写], 天保5 [1834]. -- [69] 丁 ; 27.9×19.0cm. d.",C2:109,3002926693,,,,,,駒場図書館,109000,,カンエン ソウモクシキ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/71e37eea-827a-6a44-3070-d537e0d552ab.json,71e37eea-827a-6a44-3070-d537e0d552ab,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/71e37eea-827a-6a44-3070-d537e0d552ab,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b940b9e46f45b7dd6068a26e774444cce9e1ae2b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683841,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/71e37eea-827a-6a44-3070-d537e0d552ab/manifest,,,,,73
南方草木状 3巻坿桂海草木志 ; 卷之中-下,"南方草木状 3巻坿桂海草木志 / (晉) 嵆含撰 ; (日本) 平住専安訓点 ; (日本) 高井見立校合 ; 卷之上, 卷之中-下. -- 大野木市兵衞, 享保11 [1726]. -- 2冊 ; 26.3×18.2cm.",C2:121,3002926925,,,,,,駒場図書館,121000,,ナンポウ ソウモクジョウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fc1b81c6-7787-1376-651a-d2e33a3e3a77.json,fc1b81c6-7787-1376-651a-d2e33a3e3a77,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/fc1b81c6-7787-1376-651a-d2e33a3e3a77,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b1c26c7ac6e91c5d86cc17aeff7cdb4e50beec26.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683840,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fc1b81c6-7787-1376-651a-d2e33a3e3a77/manifest,,,,,22
南方草木状 3巻坿桂海草木志 ; 卷之上,"南方草木状 3巻坿桂海草木志 / (晉) 嵆含撰 ; (日本) 平住専安訓点 ; (日本) 高井見立校合 ; 卷之上, 卷之中-下. -- 大野木市兵衞, 享保11 [1726]. -- 2冊 ; 26.3×18.2cm.",C2:121,3002926933,,,,,,駒場図書館,121010,,ナンポウ ソウモクジョウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e895c3bc-1cf6-4be1-606b-9b8196ea37b0.json,e895c3bc-1cf6-4be1-606b-9b8196ea37b0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/e895c3bc-1cf6-4be1-606b-9b8196ea37b0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e44c662fe5275494adb7e8de0d0b54299408dd42.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683839,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e895c3bc-1cf6-4be1-606b-9b8196ea37b0/manifest,,,,,17
