重修政和經史證類備用本草 30巻 ; 卷第11,"重修政和經史證類備用本草 30巻 / (宋) 唐慎微續證類 ; (宋) 曹孝忠奉敕校勘 ; 序目 - 卷第30. -- 胡大慶, 嘉靖31 [1552]. -- 25冊 ; 32.8×19.8cm.",A1:3,3002920167,,,,,,駒場図書館,003110,,ジュウシュウ セイワ ケイシ ショウルイ ビヨウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/14816c7f-9f2d-8bdd-4b0c-421ea4902496.json,14816c7f-9f2d-8bdd-4b0c-421ea4902496,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/14816c7f-9f2d-8bdd-4b0c-421ea4902496,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9500df5112a79c1755673ca04f42ad9567b3cc4e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/684057,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/14816c7f-9f2d-8bdd-4b0c-421ea4902496/manifest,,,,,65
重修政和經史證類備用本草 30巻 ; 卷第12,"重修政和經史證類備用本草 30巻 / (宋) 唐慎微續證類 ; (宋) 曹孝忠奉敕校勘 ; 序目 - 卷第30. -- 胡大慶, 嘉靖31 [1552]. -- 25冊 ; 32.8×19.8cm.",A1:3,3002920175,,,,,,駒場図書館,003120,,ジュウシュウ セイワ ケイシ ショウルイ ビヨウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0013c57f-a16f-1432-4314-ade9268c5898.json,0013c57f-a16f-1432-4314-ade9268c5898,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/0013c57f-a16f-1432-4314-ade9268c5898,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c60968d32609014fb179746e6d1614e09043f81b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/684056,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0013c57f-a16f-1432-4314-ade9268c5898/manifest,,,,,63
重修政和經史證類備用本草 30巻 ; 卷第13,"重修政和經史證類備用本草 30巻 / (宋) 唐慎微續證類 ; (宋) 曹孝忠奉敕校勘 ; 序目 - 卷第30. -- 胡大慶, 嘉靖31 [1552]. -- 25冊 ; 32.8×19.8cm.",A1:3,3002920183,,,,,,駒場図書館,003130,,ジュウシュウ セイワ ケイシ ショウルイ ビヨウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/696b2445-4e5e-219a-27c6-bd5fb1ff5b28.json,696b2445-4e5e-219a-27c6-bd5fb1ff5b28,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/696b2445-4e5e-219a-27c6-bd5fb1ff5b28,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/104e514defbeb2595efb8cc684d10e2d05a4d4bd.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/684055,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/696b2445-4e5e-219a-27c6-bd5fb1ff5b28/manifest,,,,,59
重修政和經史證類備用本草 30巻 ; 卷第14,"重修政和經史證類備用本草 30巻 / (宋) 唐慎微續證類 ; (宋) 曹孝忠奉敕校勘 ; 序目 - 卷第30. -- 胡大慶, 嘉靖31 [1552]. -- 25冊 ; 32.8×19.8cm.",A1:3,3002920191,,,,,,駒場図書館,003140,,ジュウシュウ セイワ ケイシ ショウルイ ビヨウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/25e39acd-6b9f-a186-19bf-80638127935c.json,25e39acd-6b9f-a186-19bf-80638127935c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/25e39acd-6b9f-a186-19bf-80638127935c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/72f250e6ecab52dad7bc874008c1b378f7101ea5.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/684054,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/25e39acd-6b9f-a186-19bf-80638127935c/manifest,,,,,59
重修政和經史證類備用本草 30巻 ; 卷第15-16,"重修政和經史證類備用本草 30巻 / (宋) 唐慎微續證類 ; (宋) 曹孝忠奉敕校勘 ; 序目 - 卷第30. -- 胡大慶, 嘉靖31 [1552]. -- 25冊 ; 32.8×19.8cm.",A1:3,3002920209,,,,,,駒場図書館,003150,,ジュウシュウ セイワ ケイシ ショウルイ ビヨウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fbf4f269-037a-8da2-7183-8948c0e9a5c6.json,fbf4f269-037a-8da2-7183-8948c0e9a5c6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/fbf4f269-037a-8da2-7183-8948c0e9a5c6,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d81838554355d7d84389282e9329b3cdca83c2ae.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/684053,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fbf4f269-037a-8da2-7183-8948c0e9a5c6/manifest,,,,,31
重修政和經史證類備用本草 30巻 ; 卷第17,"重修政和經史證類備用本草 30巻 / (宋) 唐慎微續證類 ; (宋) 曹孝忠奉敕校勘 ; 序目 - 卷第30. -- 胡大慶, 嘉靖31 [1552]. -- 25冊 ; 32.8×19.8cm.",A1:3,3002920217,,,,,,駒場図書館,003160,,ジュウシュウ セイワ ケイシ ショウルイ ビヨウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/20fcb85e-68b0-42bb-771c-01bcc7dc5d95.json,20fcb85e-68b0-42bb-771c-01bcc7dc5d95,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/20fcb85e-68b0-42bb-771c-01bcc7dc5d95,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7a135814e94926312cffe2db1137ce72ee9f62c4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/684052,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/20fcb85e-68b0-42bb-771c-01bcc7dc5d95/manifest,,,,,36
重修政和經史證類備用本草 30巻 ; 卷第18-19,"重修政和經史證類備用本草 30巻 / (宋) 唐慎微續證類 ; (宋) 曹孝忠奉敕校勘 ; 序目 - 卷第30. -- 胡大慶, 嘉靖31 [1552]. -- 25冊 ; 32.8×19.8cm.",A1:3,3002920225,,,,,,駒場図書館,003170,,ジュウシュウ セイワ ケイシ ショウルイ ビヨウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/922101eb-12f0-0067-240f-26002e2a3e05.json,922101eb-12f0-0067-240f-26002e2a3e05,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/922101eb-12f0-0067-240f-26002e2a3e05,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c1d41f5b4530bb71acd5db4fd6088e916cfbb9a7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/684051,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/922101eb-12f0-0067-240f-26002e2a3e05/manifest,,,,,52
重修政和經史證類備用本草 30巻 ; 卷第20,"重修政和經史證類備用本草 30巻 / (宋) 唐慎微續證類 ; (宋) 曹孝忠奉敕校勘 ; 序目 - 卷第30. -- 胡大慶, 嘉靖31 [1552]. -- 25冊 ; 32.8×19.8cm.",A1:3,3002920233,,,,,,駒場図書館,003180,,ジュウシュウ セイワ ケイシ ショウルイ ビヨウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5d9e6d98-4763-012b-7d78-b1f5b00f4262.json,5d9e6d98-4763-012b-7d78-b1f5b00f4262,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/5d9e6d98-4763-012b-7d78-b1f5b00f4262,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/bf17efce5b10b4144b6f4d900a410d1ac76d7583.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/684050,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5d9e6d98-4763-012b-7d78-b1f5b00f4262/manifest,,,,,35
重修政和經史證類備用本草 30巻 ; 卷第21,"重修政和經史證類備用本草 30巻 / (宋) 唐慎微續證類 ; (宋) 曹孝忠奉敕校勘 ; 序目 - 卷第30. -- 胡大慶, 嘉靖31 [1552]. -- 25冊 ; 32.8×19.8cm.",A1:3,3002920241,,,,,,駒場図書館,003190,,ジュウシュウ セイワ ケイシ ショウルイ ビヨウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/162940b5-9928-9147-1932-e1b14a50196b.json,162940b5-9928-9147-1932-e1b14a50196b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/162940b5-9928-9147-1932-e1b14a50196b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e3ede9c281f25bfa4001ae6fa0536ab1971e6265.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/684049,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/162940b5-9928-9147-1932-e1b14a50196b/manifest,,,,,40
重修政和經史證類備用本草 30巻 ; 卷第22,"重修政和經史證類備用本草 30巻 / (宋) 唐慎微續證類 ; (宋) 曹孝忠奉敕校勘 ; 序目 - 卷第30. -- 胡大慶, 嘉靖31 [1552]. -- 25冊 ; 32.8×19.8cm.",A1:3,3002920258,,,,,,駒場図書館,003200,,ジュウシュウ セイワ ケイシ ショウルイ ビヨウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1f04e6ad-8a04-292d-4c03-d3e953394697.json,1f04e6ad-8a04-292d-4c03-d3e953394697,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/1f04e6ad-8a04-292d-4c03-d3e953394697,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e56b62b9f8a2df35a612d534e76d5115b9b90e43.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/684048,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1f04e6ad-8a04-292d-4c03-d3e953394697/manifest,,,,,51
重修政和經史證類備用本草 30巻 ; 卷第23,"重修政和經史證類備用本草 30巻 / (宋) 唐慎微續證類 ; (宋) 曹孝忠奉敕校勘 ; 序目 - 卷第30. -- 胡大慶, 嘉靖31 [1552]. -- 25冊 ; 32.8×19.8cm.",A1:3,3002920266,,,,,,駒場図書館,003210,,ジュウシュウ セイワ ケイシ ショウルイ ビヨウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/44b038d1-9ceb-4ca0-3db3-f91831883764.json,44b038d1-9ceb-4ca0-3db3-f91831883764,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/44b038d1-9ceb-4ca0-3db3-f91831883764,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/52705819738d101f3f4577ca7ff565e911bf535b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/684047,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/44b038d1-9ceb-4ca0-3db3-f91831883764/manifest,,,,,55
重修政和經史證類備用本草 30巻 ; 卷第24-26,"重修政和經史證類備用本草 30巻 / (宋) 唐慎微續證類 ; (宋) 曹孝忠奉敕校勘 ; 序目 - 卷第30. -- 胡大慶, 嘉靖31 [1552]. -- 25冊 ; 32.8×19.8cm.",A1:3,3002920274,,,,,,駒場図書館,003220,,ジュウシュウ セイワ ケイシ ショウルイ ビヨウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6cd15183-488c-5ee5-950c-ae53476164c8.json,6cd15183-488c-5ee5-950c-ae53476164c8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/6cd15183-488c-5ee5-950c-ae53476164c8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7535debfd5dc218bd1c6f21cbe0a66137f868627.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/684046,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6cd15183-488c-5ee5-950c-ae53476164c8/manifest,,,,,48
重修政和經史證類備用本草 30巻 ; 卷第27-29,"重修政和經史證類備用本草 30巻 / (宋) 唐慎微續證類 ; (宋) 曹孝忠奉敕校勘 ; 序目 - 卷第30. -- 胡大慶, 嘉靖31 [1552]. -- 25冊 ; 32.8×19.8cm.",A1:3,3002920282,,,,,,駒場図書館,003230,,ジュウシュウ セイワ ケイシ ショウルイ ビヨウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9c4803c2-2e65-96bb-3033-e8a9ee4740b8.json,9c4803c2-2e65-96bb-3033-e8a9ee4740b8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/9c4803c2-2e65-96bb-3033-e8a9ee4740b8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/859f3e291b44b701d0d2fdedfebe546a9301f64a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/684045,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9c4803c2-2e65-96bb-3033-e8a9ee4740b8/manifest,,,,,60
重修政和經史證類備用本草 30巻 ; 卷第30,"重修政和經史證類備用本草 30巻 / (宋) 唐慎微續證類 ; (宋) 曹孝忠奉敕校勘 ; 序目 - 卷第30. -- 胡大慶, 嘉靖31 [1552]. -- 25冊 ; 32.8×19.8cm.",A1:3,3002920290,,,,,,駒場図書館,003240,,ジュウシュウ セイワ ケイシ ショウルイ ビヨウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ff1118e2-1ac9-2122-5809-84349d1590b0.json,ff1118e2-1ac9-2122-5809-84349d1590b0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/ff1118e2-1ac9-2122-5809-84349d1590b0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/839789a2aa33e8043275edf06e6c599b175f7327.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/684044,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ff1118e2-1ac9-2122-5809-84349d1590b0/manifest,,,,,56
"本草綱目 52巻圖3巻序目1巻 ; 序, 總目, 凡例","本草綱目 52巻圖3巻序目1巻瀕湖脉學1巻脉訣攷證1巻竒經八脉攷1巻 / (明) 李時珍編輯 ; (明) 錢蔚起較訂 ; 序, 總目, 凡例 - 脉學, 脉訣, 竒經攷. -- [出版者不明], [寛文年間]. -- 38冊 ; 27.3×19.9cm.",A1:5,3002920365,,,,,,駒場図書館,005000,,ホンゾウ コウモク,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4364ad58-237c-7b56-60db-11b0350c41ca.json,4364ad58-237c-7b56-60db-11b0350c41ca,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/4364ad58-237c-7b56-60db-11b0350c41ca,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ee9cdf6492e2bd3eb25b2af7d53a0fe575afb004.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/684043,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4364ad58-237c-7b56-60db-11b0350c41ca/manifest,,,,,47
本草綱目 52巻圖3巻序目1巻 ; 第1卷上-2卷,"本草綱目 52巻圖3巻序目1巻瀕湖脉學1巻脉訣攷證1巻竒經八脉攷1巻 / (明) 李時珍編輯 ; (明) 錢蔚起較訂 ; 序, 總目, 凡例 - 脉學, 脉訣, 竒經攷. -- [出版者不明], [寛文年間]. -- 38冊 ; 27.3×19.9cm.",A1:5,3002920373,,,,,,駒場図書館,005010,,ホンゾウ コウモク,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/afbf1d3a-a624-26a3-1d25-f1c715fc1378.json,afbf1d3a-a624-26a3-1d25-f1c715fc1378,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/afbf1d3a-a624-26a3-1d25-f1c715fc1378,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/57d22a86315287f958b8cbb8a4db7f250790c6f1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/684042,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/afbf1d3a-a624-26a3-1d25-f1c715fc1378/manifest,,,,,142
本草綱目 52巻圖3巻序目1巻 ; 第3卷上-下,"本草綱目 52巻圖3巻序目1巻瀕湖脉學1巻脉訣攷證1巻竒經八脉攷1巻 / (明) 李時珍編輯 ; (明) 錢蔚起較訂 ; 序, 總目, 凡例 - 脉學, 脉訣, 竒經攷. -- [出版者不明], [寛文年間]. -- 38冊 ; 27.3×19.9cm.",A1:5,3002920381,,,,,,駒場図書館,005020,,ホンゾウ コウモク,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c1595742-0d7f-0703-3a1b-497372fb05be.json,c1595742-0d7f-0703-3a1b-497372fb05be,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/c1595742-0d7f-0703-3a1b-497372fb05be,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c6dc3c0b880c3fe41b22b2d0b20cef5c9e966d6c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/684041,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c1595742-0d7f-0703-3a1b-497372fb05be/manifest,,,,,163
本草綱目 52巻圖3巻序目1巻 ; 第4卷上-下,"本草綱目 52巻圖3巻序目1巻瀕湖脉學1巻脉訣攷證1巻竒經八脉攷1巻 / (明) 李時珍編輯 ; (明) 錢蔚起較訂 ; 序, 總目, 凡例 - 脉學, 脉訣, 竒經攷. -- [出版者不明], [寛文年間]. -- 38冊 ; 27.3×19.9cm.",A1:5,3002920399,,,,,,駒場図書館,005030,,ホンゾウ コウモク,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6fb47c69-1af2-0981-61dc-75fcbcb41f53.json,6fb47c69-1af2-0981-61dc-75fcbcb41f53,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/6fb47c69-1af2-0981-61dc-75fcbcb41f53,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6b322dbe01668f0d24230f3a7d9ff8c7d18dcde5.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/684040,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6fb47c69-1af2-0981-61dc-75fcbcb41f53/manifest,,,,,146
本草綱目 52巻圖3巻序目1巻 ; 第5-7卷,"本草綱目 52巻圖3巻序目1巻瀕湖脉學1巻脉訣攷證1巻竒經八脉攷1巻 / (明) 李時珍編輯 ; (明) 錢蔚起較訂 ; 序, 總目, 凡例 - 脉學, 脉訣, 竒經攷. -- [出版者不明], [寛文年間]. -- 38冊 ; 27.3×19.9cm.",A1:5,3002920407,,,,,,駒場図書館,005040,,ホンゾウ コウモク,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/74afae87-4812-8b29-7ee7-100bf2fa6d85.json,74afae87-4812-8b29-7ee7-100bf2fa6d85,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/74afae87-4812-8b29-7ee7-100bf2fa6d85,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/65b813c910a76e32847a74a48c1cc3950ca3f63f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/684039,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/74afae87-4812-8b29-7ee7-100bf2fa6d85/manifest,,,,,75
