タイトル,書名よみ,形態,他の書名,注記,分類,OPAC,請求記号,Source Identifier,Date,Publisher,Type,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
dcterms:title,dcndl:transcription,dcterms:extent,dcndl:alternative,archiveshub:note,dcterms:subject,dcterms:references,dcndl:callNumber,dcndl:sourceIdentifier,dcterms:date,dcterms:publisher,dcterms:type,iiif viewer,bibo:identifier,dcterms:isPartOf,dcterms:relation,dcterms:rights,foaf:thumbnail,rdfs:seeAlso,sc:attributionLabel,sc:viewingDirection,sc:viewingHint,uterms:databaseLabel,uterms:sort,uterms:year,uterms:manifestUri,uterms:searchApiUri,uterms:annotedManifest,uterms:linkToTapas,uterms:rtf,50331
談林利口雀,だんりんりこうすずめ,16丁半 : 挿絵 ; 22cm,,"五巻五冊中, 巻五のみ|刊記: 天和二年, 江城下書林・南泉堂",咄本,,E22:776:491|A00:霞亭:491,東京大学総合図書館霞亭文庫目録491,天和二年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/02d75bcc-e524-4ad8-9b1a-abcefb9a42f3.json,02d75bcc-e524-4ad8-9b1a-abcefb9a42f3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/02d75bcc-e524-4ad8-9b1a-abcefb9a42f3,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ff650dfbf736be58cb8d66495150489caa17f093.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40060,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0491,1682,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/02d75bcc-e524-4ad8-9b1a-abcefb9a42f3/manifest,,,,,19
鹿野武左衛門くでんはなし / 鹿野武左衛門作,しかのぶざえもんくでんばなし,12丁 : 挿絵 ; 27cm,,刊記: 鱗形屋開板|刊年: [貞享二年],咄本,,E22:776:492|A00:霞亭:492,東京大学総合図書館霞亭文庫目録492,貞享二年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7974e11d-3ddb-45ac-8c16-8468ac64a135.json,7974e11d-3ddb-45ac-8c16-8468ac64a135,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/7974e11d-3ddb-45ac-8c16-8468ac64a135,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8f63c760bafbf79ea8be7e60e585c7ac49ce9f69.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40061,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0492,1685,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7974e11d-3ddb-45ac-8c16-8468ac64a135/manifest,,,,,15
鹿の巻筆 / 鹿野武左衛門作,しかのまきふで,5巻5冊 : 挿絵 ; 27cm,江戸志賀の巻ふて|江戸士可之巻ふて|江戸鹿の巻筆|江戸鹿のまき筆|江戸鹿のまきふて,"原題簽: 「江戸鹿のまきふて(一)」, 「江戸士可之卷ふて(二)」, 「江戸鹿の卷筆(三)」, 「江戸志賀の卷ふて(四)」, 「江戸鹿のまき筆(五)」|刊年: 貞享三年",咄本,,E22:776:493|A00:霞亭:493,東京大学総合図書館霞亭文庫目録493,貞享三年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fcadac2d-1e31-4dad-96f3-be7c936d6990.json,fcadac2d-1e31-4dad-96f3-be7c936d6990,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/fcadac2d-1e31-4dad-96f3-be7c936d6990,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5a13a2f6509e3c1219ba6b6e45b0119c1c288b53.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40062,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0493,1686,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fcadac2d-1e31-4dad-96f3-be7c936d6990/manifest,,,,,86
かの子はなし,かのこばなし,3巻合綴1冊 : 挿絵 ; 22cm,新板か乃子はなし|新板かのこはなし|新板か乃こはなし,"原題簽: 上:「新板か乃子はなし」, 中:「新板かのこはなし」, 下:「新板か乃こはなし」|刊記: 元禄三, 松會開板",咄本,,E22:776:494|A00:霞亭:494,東京大学総合図書館霞亭文庫目録494,元禄三年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/66d5e155-cf64-4077-a39e-c7bbdb59834e.json,66d5e155-cf64-4077-a39e-c7bbdb59834e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/66d5e155-cf64-4077-a39e-c7bbdb59834e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a2593a83ca6a9fbe3b5f7fcc134875ae51966e34.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40063,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0494,1690,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/66d5e155-cf64-4077-a39e-c7bbdb59834e/manifest,,,,,39
ゑだ珊瑚珠 / [石川流宣]作,えださんごじゅ,12丁 : 挿絵 ; 24cm,,"五巻五冊中, 巻三のみ|刊年: [元禄三年]",咄本,,E22:776:495|A00:霞亭:495,東京大学総合図書館霞亭文庫目録495,元禄三年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/26a6d64f-d322-4335-a19a-564c87d62101.json,26a6d64f-d322-4335-a19a-564c87d62101,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/26a6d64f-d322-4335-a19a-564c87d62101,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d4bf0c1e6516e38c6a1762e7eeb6e5b56f800ac1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40064,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0495,1690,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/26a6d64f-d322-4335-a19a-564c87d62101/manifest,,,,,15
軽口露がはなし / 露五郎兵衛作,かるくちつゆがはなし,13丁半 : 挿絵 ; 22cm,御存知のかるくち露がはなし、 さしあひなし|露がはなし,"原題簽: 「御存知のかるくち露がはなし、 さしあひなし」|内題: 「露がはなし」|五巻五冊中, 巻四のみ|刊年: [元禄四年]",咄本,,E22:776:496|A00:霞亭:496,東京大学総合図書館霞亭文庫目録496,元禄四年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7ff872f3-41e6-4f79-95f9-66dd44e24208.json,7ff872f3-41e6-4f79-95f9-66dd44e24208,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/7ff872f3-41e6-4f79-95f9-66dd44e24208,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7fbbf473a9f0e234c9f3acc4f0536ec41da92585.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40065,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0496,1691,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7ff872f3-41e6-4f79-95f9-66dd44e24208/manifest,,,,,16
軽口露がはなし / 露五郎兵衛作,かるくちつゆがはなし,4冊 : 挿絵 ; 22cm,御存知のかるくち露がはなし、 さしあひなし|輕口露がはなし|露がはなし,"原題簽: 「御存知のかるくち露がはなし、 さしあひなし」|五巻五冊中, 巻四欠|内題: 「輕口露がはなし」, 「露がはなし」|刊記: 梅村判兵衞板|刊年: [元禄四年]",咄本,,E22:776:497|A00:霞亭:497,東京大学総合図書館霞亭文庫目録497,元禄四年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dd63ae20-5e9f-4df8-aa1a-b4f91e24ad46.json,dd63ae20-5e9f-4df8-aa1a-b4f91e24ad46,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/dd63ae20-5e9f-4df8-aa1a-b4f91e24ad46,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2b5678210753144898a14650d5181e92589158b2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40066,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0497,1691,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dd63ae20-5e9f-4df8-aa1a-b4f91e24ad46/manifest,,,,,45
座敷はなし / 夜食時分作,ざしきばなし,11丁 : 挿絵 ; 23cm,座敷咄,序題: 「座敷咄」|巻一のみ|刊年: [元禄七年],咄本,,E22:776:489|A00:霞亭:498,東京大学総合図書館霞亭文庫目録498,元禄七年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/106d9568-8b3e-47c4-8535-eb39abd74614.json,106d9568-8b3e-47c4-8535-eb39abd74614,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/106d9568-8b3e-47c4-8535-eb39abd74614,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a9752e21ad3e4374a177d82b6bfb224765a35cb2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40067,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0498,1694,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/106d9568-8b3e-47c4-8535-eb39abd74614/manifest,,,,,14
正直咄大鑑 / 石川流舟 (流宣)作,しょうじきばなしおおかがみ,16丁 : 挿絵 ; 23cm,しやうぢき咄,"五巻五冊中, 巻一のみ|序題: 「しやうぢき咄」|刊年: [元禄七年]",咄本,,E22:776:499|A00:霞亭:499,東京大学総合図書館霞亭文庫目録499,元禄七年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4dde69e6-976f-4aa0-a715-a98e6a6af46e.json,4dde69e6-976f-4aa0-a715-a98e6a6af46e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/4dde69e6-976f-4aa0-a715-a98e6a6af46e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/42bad412fc2a0ad3d1cac6cc40391d6e18589653.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40068,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0499,1694,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4dde69e6-976f-4aa0-a715-a98e6a6af46e/manifest,,,,,19
正直咄大鑑 / 石川流舟 (流宣)作,しょうじきばなしおおかがみ,15丁 : 挿絵 ; 23cm,笑しきはなし,"五巻五冊中, 巻五のみ|原題簽: 「笑しきはなし」|刊年: 元禄七, 江戸・万屋清兵衞板",咄本,,E22:776:500|A00:霞亭:500,東京大学総合図書館霞亭文庫目録500,元禄七年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3bd05378-e323-4beb-bb90-c645132be8d4.json,3bd05378-e323-4beb-bb90-c645132be8d4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/3bd05378-e323-4beb-bb90-c645132be8d4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a15f07437a15b24e51de53f50c3d9f9a8bde444e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40069,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0500,1694,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3bd05378-e323-4beb-bb90-c645132be8d4/manifest,,,,,18
咄おだまき,はなしおだまき,12丁 : 挿絵 ; 23cm,,"五巻五冊中, 巻五のみ|刊記: 元禄八年, 書肆・近藤孫左衞門梓",咄本,,E22:776:501|A00:霞亭:501,東京大学総合図書館霞亭文庫目録501,元禄八年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b440442d-f4f3-4fb2-abc9-9a6d7e8bfd9f.json,b440442d-f4f3-4fb2-abc9-9a6d7e8bfd9f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/b440442d-f4f3-4fb2-abc9-9a6d7e8bfd9f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0a85a6fcb1f86e2a707cf1216316198d35e5a0a8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40070,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0501,1695,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b440442d-f4f3-4fb2-abc9-9a6d7e8bfd9f/manifest,,,,,15
当風噂おとこ,とうふううわさおとこ,9丁半 : 挿絵 ; 23cm,新咄当風噂おとこ,"巻下のみ|原題筌: 「新咄当風噂おとこ」|刊記: 元禄八年, 枩坂屋開刊",咄本,,E22:776:502|A00:霞亭:502,東京大学総合図書館霞亭文庫目録502,元禄八年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/74a2136b-59f5-4e71-830f-ed66f54ee17f.json,74a2136b-59f5-4e71-830f-ed66f54ee17f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/74a2136b-59f5-4e71-830f-ed66f54ee17f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8981767e8fff1821eee8f06ebc071ea586d5c374.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40071,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0502,1695,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/74a2136b-59f5-4e71-830f-ed66f54ee17f/manifest,,,,,13
諸国落首咄,しょこくらくしゅばなし,4冊 : 挿絵 ; 22cm,諸國落首咄,"五巻五冊中, 巻五欠|刊年: [元禄十一年]",咄本,,E22:776:503|A00:霞亭:503,東京大学総合図書館霞亭文庫目録503,元禄十一年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/784313c9-d3c4-4b8c-a680-eb110efdb585.json,784313c9-d3c4-4b8c-a680-eb110efdb585,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/784313c9-d3c4-4b8c-a680-eb110efdb585,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/469ee3295d9de453f0d1b499eabafbb0e7162a06.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40072,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0503,1698,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/784313c9-d3c4-4b8c-a680-eb110efdb585/manifest,,,,,73
[咄大全],はなしたいぜん,8丁半 : 挿絵 ; 18cm,,"三巻三冊中, 中巻のみ|書外筌: 菱川師宣画・落語本|うらめしく成った西瓜|刊年: [享保頃]",咄本,,E22:776:504|A00:霞亭:504,東京大学総合図書館霞亭文庫目録504,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/403d9204-38e8-479e-9952-5ae6bbd92977.json,403d9204-38e8-479e-9952-5ae6bbd92977,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/403d9204-38e8-479e-9952-5ae6bbd92977,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/574a22a7bdf0b30d9e106bb24b4e7585607b20f7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40073,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0504,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/403d9204-38e8-479e-9952-5ae6bbd92977/manifest,,,,,13
絵本軽口瓢金苗 / 如毫編,えほんかるくちひょうきんなえ,3巻合綴1冊 : 挿絵 ; 22cm,繪本輕口瓢金苗,"原題筌: 「繪本輕口瓢金苗」|刊記: 延享四年, いせ屋・伊右衞門板",咄本,,E22:776:505|A00:霞亭:505,東京大学総合図書館霞亭文庫目録505,延享四年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5dd21bc9-c1a1-43dc-8fa7-edcca8e55499.json,5dd21bc9-c1a1-43dc-8fa7-edcca8e55499,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/5dd21bc9-c1a1-43dc-8fa7-edcca8e55499,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/962f5cce07867cf7f6a096612d302834bedb7d86.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40074,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0505,1747,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5dd21bc9-c1a1-43dc-8fa7-edcca8e55499/manifest,,,,,43
軽口腹太鼓 / 矢木鰭輔作,かるくちはらだいこ,5巻合綴1冊 : 挿絵 ; 23cm,輕口腹太鼓,"書題筌: 「輕口腹太鼓」|刊記: 寶暦二年, 作者・矢木ひれすけ, 河内屋茂兵衞版",咄本,,E22:776:506|A00:霞亭:506,東京大学総合図書館霞亭文庫目録506,寶暦二年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/06012f02-a4f8-4551-af33-e9bb30760a09.json,06012f02-a4f8-4551-af33-e9bb30760a09,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/06012f02-a4f8-4551-af33-e9bb30760a09,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b02fa89f70f3cb7b0a9c766d5cb98f3601e0482b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40075,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0506,1752,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/06012f02-a4f8-4551-af33-e9bb30760a09/manifest,,,,,48
軽口東方朔 / 並木正三作,かるくちとうぼうさく,5巻合綴1冊 : 挿絵 ; 23cm,かる口東方朔,"書題筌: 「寶暦大坂板・かる口東方朔・並木正三」|刊記: 寶暦十四年, 大坂御書物所・澁川大藏",咄本,,E22:776:507|A00:霞亭:507,東京大学総合図書館霞亭文庫目録507,寶暦十四年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6ade1046-0013-4816-bcfd-34270783fce6.json,6ade1046-0013-4816-bcfd-34270783fce6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/6ade1046-0013-4816-bcfd-34270783fce6,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8f828a7940aea0a9324beca60106a800765c85f5.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40076,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0507,1764,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6ade1046-0013-4816-bcfd-34270783fce6/manifest,,,,,38
(話稿)鹿の子餅 / 山風 (木室卯雲)作,わこうかのこもち,3巻3冊 : 挿絵 ; 19cm,譚嚢,"後編は「譚嚢」|刊記: 明和九年, 堀野屋仁兵衞[ほか]",咄本,,E22:776:508|A00:霞亭:508,東京大学総合図書館霞亭文庫目録508,明和九年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/eec69f03-d35f-4070-85a8-c58c6c6f48b2.json,eec69f03-d35f-4070-85a8-c58c6c6f48b2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/eec69f03-d35f-4070-85a8-c58c6c6f48b2,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/58cd6c4ee947b8bce4ca621e3f87bd1fc9d190c9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40077,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0508,1772,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/eec69f03-d35f-4070-85a8-c58c6c6f48b2/manifest,,,,,70
[楽牽頭] / (稲穂)作,がくたいこ,16丁 : 挿絵 ; 16cm,,"書題筌: 「落語・外題不詳・端物」|明和九年, 稲穂作「楽牽頭」の落丁本",咄本,,E22:776:509|A00:霞亭:509,東京大学総合図書館霞亭文庫目録509,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ff643bb1-4da3-4f6a-a195-b2b341312eea.json,ff643bb1-4da3-4f6a-a195-b2b341312eea,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/ff643bb1-4da3-4f6a-a195-b2b341312eea,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/41d444d716de6413df9e84a24d99cc71d5012fff.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40078,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0509,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ff643bb1-4da3-4f6a-a195-b2b341312eea/manifest,,,,,19
難波梅,なにわのうめ,2巻1冊 : 挿絵 ; 18cm,新板落噺難波梅,原題筌: 「新板落噺難波梅」|刊年: 安永三年,咄本,,E22:776:510|A00:霞亭:510,東京大学総合図書館霞亭文庫目録510,安永三年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a3059796-1842-4fa8-a913-dacda9a0f98e.json,a3059796-1842-4fa8-a913-dacda9a0f98e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/a3059796-1842-4fa8-a913-dacda9a0f98e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/128d4f5271fef99a1f4a0e1b7789e19a44169e36.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40079,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0510,1774,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a3059796-1842-4fa8-a913-dacda9a0f98e/manifest,,,,,13
