書名,書名ヨミ,その他の書名,請求記号,文庫整理番号,収録書総目録I-通巻番号,言語,資料種別,著者・編者,出版社,出版年,冊数,形態,備考,注記,文庫区分,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
追鳥狩,,誹諧追鳥狩,A00:洒竹:442,洒0442,283,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/924a74ea-1a27-a120-67b5-3769e6007716.json,924a74ea-1a27-a120-67b5-3769e6007716,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/924a74ea-1a27-a120-67b5-3769e6007716,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2aa45f33b6e426e2bc814a04a46fbfbe0ca84513.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746257,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0283,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/924a74ea-1a27-a120-67b5-3769e6007716/manifest,,,,,37
乙矢集,,,A00:洒竹:443,洒0443,284,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9115bb03-9022-2770-393a-991f88a90a1c.json,9115bb03-9022-2770-393a-991f88a90a1c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/9115bb03-9022-2770-393a-991f88a90a1c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e2e87642fb0bfefcf7ef120b37df07989fdc046d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746256,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0284,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9115bb03-9022-2770-393a-991f88a90a1c/manifest,,,,,107
おくのほそ道,,,A00:洒竹:444,洒0444,285,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f6675b8e-9f5b-5035-4789-aded334f571d.json,f6675b8e-9f5b-5035-4789-aded334f571d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/f6675b8e-9f5b-5035-4789-aded334f571d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/81c23331c0354cc4d0a1489ff37ca99dec54e4df.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746255,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0285,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f6675b8e-9f5b-5035-4789-aded334f571d/manifest,,,,,57
おきのすさひ,,,A00:洒竹:445,洒0445,286,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/268854fa-3bf5-9cfa-67aa-ae00a0f1289f.json,268854fa-3bf5-9cfa-67aa-ae00a0f1289f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/268854fa-3bf5-9cfa-67aa-ae00a0f1289f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a7006f6d79fd98ea4e72fd8dba27f5ce916f1ce8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746254,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0286,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/268854fa-3bf5-9cfa-67aa-ae00a0f1289f/manifest,,,,,46
あふむ石,,,A00:洒竹:449,洒0449,287,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/27124d85-3963-75fe-962c-31bf34086e19.json,27124d85-3963-75fe-962c-31bf34086e19,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/27124d85-3963-75fe-962c-31bf34086e19,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/75e10bb97bbe52e8fbace5cc90e1a7191b77c71e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746253,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0287,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/27124d85-3963-75fe-962c-31bf34086e19/manifest,,,,,41
をたまき綱目 改正新版,,誹諧講和おたまき大成,A00:洒竹:450,洒0450,288,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6483edf6-81a1-6827-85a6-2bf5ece85eb8.json,6483edf6-81a1-6827-85a6-2bf5ece85eb8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/6483edf6-81a1-6827-85a6-2bf5ece85eb8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a17e743ff359f3964be1a172ea551227a2f55d41.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746252,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0288,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6483edf6-81a1-6827-85a6-2bf5ece85eb8/manifest,,,,,210
奥の細道拾遺,,,A00:洒竹:452,洒0452,289,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化|画像にあるラベル「洒竹2212」は旧番号,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/579bacef-014f-367b-7fd7-d8aa432c0a4e.json,579bacef-014f-367b-7fd7-d8aa432c0a4e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/579bacef-014f-367b-7fd7-d8aa432c0a4e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9992a6cd9a11d3a1a7be9acfaff7a494c7c4a774.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746251,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0289,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/579bacef-014f-367b-7fd7-d8aa432c0a4e/manifest,,,,,20
温故集,,,A00:洒竹:454,洒0454,290,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b267d814-6268-787f-9be1-79f7064b0029.json,b267d814-6268-787f-9be1-79f7064b0029,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/b267d814-6268-787f-9be1-79f7064b0029,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/bd0eca3c48365ce751618afb061910119ad63189.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746250,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0290,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b267d814-6268-787f-9be1-79f7064b0029/manifest,,,,,114
老の鶯,,,A00:洒竹:455,洒0455,291,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4dcffb08-30a0-0ecf-425e-7f8a9f4126da.json,4dcffb08-30a0-0ecf-425e-7f8a9f4126da,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/4dcffb08-30a0-0ecf-425e-7f8a9f4126da,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/55048d1156f7838eb24b5dcaff436ee336a076f3.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746249,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0291,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4dcffb08-30a0-0ecf-425e-7f8a9f4126da/manifest,,,,,13
をだまき綱目,,,A00:洒竹:456,洒0456,292,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/61a1de27-27cd-3595-1ac6-4aef26d3633f.json,61a1de27-27cd-3595-1ac6-4aef26d3633f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/61a1de27-27cd-3595-1ac6-4aef26d3633f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/cba4d67fe2216c563efd4e1a2d77d62fd2431689.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746248,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0292,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/61a1de27-27cd-3595-1ac6-4aef26d3633f/manifest,,,,,202
朧日記,,,A00:洒竹:457,洒0457,293,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/888be2af-6be2-77a9-72d5-79eded6c59f8.json,888be2af-6be2-77a9-72d5-79eded6c59f8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/888be2af-6be2-77a9-72d5-79eded6c59f8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9fa9d67f2b8c8c46d3da597c2398bae21a066ad6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746247,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0293,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/888be2af-6be2-77a9-72d5-79eded6c59f8/manifest,,,,,38
奥羽行記,,,A00:洒竹:458,洒0458,294,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c25e00ac-73cc-171c-99e0-a901a74464be.json,c25e00ac-73cc-171c-99e0-a901a74464be,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/c25e00ac-73cc-171c-99e0-a901a74464be,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/872aa2902db1dac62be1420d8faf11f1e82df198.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746246,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0294,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c25e00ac-73cc-171c-99e0-a901a74464be/manifest,,,,,82
おしえ鳥,,,A00:洒竹:460,洒0460,295,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化|画像にあるラベル「洒竹2203」は旧番号,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4f2f4d14-35f6-9929-891c-d1eabd654a1b.json,4f2f4d14-35f6-9929-891c-d1eabd654a1b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/4f2f4d14-35f6-9929-891c-d1eabd654a1b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3d59688748e679bb723614afd1d959fddf448b4d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746245,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0295,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4f2f4d14-35f6-9929-891c-d1eabd654a1b/manifest,,,,,26
鬼貫句選,,,A00:洒竹:462,洒0462,296,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/60c3f6e7-6fdf-73fa-1af2-74121ddc07c1.json,60c3f6e7-6fdf-73fa-1af2-74121ddc07c1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/60c3f6e7-6fdf-73fa-1af2-74121ddc07c1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a9b1bd24032b4356c72c9889930621197c3baa85.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746244,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0296,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/60c3f6e7-6fdf-73fa-1af2-74121ddc07c1/manifest,,,,,65
落葉考,,,A00:洒竹:464,洒0464,297,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3269eaff-0e85-4cf0-8bda-9c5278116d41.json,3269eaff-0e85-4cf0-8bda-9c5278116d41,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/3269eaff-0e85-4cf0-8bda-9c5278116d41,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/596ade6fbaaacc9d7b3230fb46e4df9191b48794.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746243,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0297,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3269eaff-0e85-4cf0-8bda-9c5278116d41/manifest,,,,,76
尾張続五歌仙,,,A00:洒竹:466,洒0466,298,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f87e01eb-818e-8a4e-919a-192fbe8f422d.json,f87e01eb-818e-8a4e-919a-192fbe8f422d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/f87e01eb-818e-8a4e-919a-192fbe8f422d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7da9e81fcd882c27e7154eec7215952d021396d9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746242,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0298,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f87e01eb-818e-8a4e-919a-192fbe8f422d/manifest,,,,,21
奥細道菅菰抄,,,A00:洒竹:468,洒0468,299,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/804c4f54-44da-a737-82ef-090ba0bf174c.json,804c4f54-44da-a737-82ef-090ba0bf174c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/804c4f54-44da-a737-82ef-090ba0bf174c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0af391cf6154903c549995fbc84cf7bb52482705.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746241,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0299,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/804c4f54-44da-a737-82ef-090ba0bf174c/manifest,,,,,77
鬼貫独吟百韻,,,A00:洒竹:469,洒0469,300,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化|画像にあるラベル「洒竹689」は旧番号,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0dfe9afb-4414-1406-1f93-b51ac13b84f4.json,0dfe9afb-4414-1406-1f93-b51ac13b84f4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/0dfe9afb-4414-1406-1f93-b51ac13b84f4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/068e28cf501eaf2ec8b2bd092d63f5784344c6e8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746240,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0300,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0dfe9afb-4414-1406-1f93-b51ac13b84f4/manifest,,,,,25
をたまき綱目,,,A00:洒竹:470,洒0470,301,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/98e3e619-8cc0-6940-42ba-1c1d08152dd9.json,98e3e619-8cc0-6940-42ba-1c1d08152dd9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/98e3e619-8cc0-6940-42ba-1c1d08152dd9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/171e9873ef47f8a59169bf750bf19c55d9e9fd2c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746239,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0301,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/98e3e619-8cc0-6940-42ba-1c1d08152dd9/manifest,,,,,212
翁反故,,,A00:洒竹:472,洒0472,302,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化|画像にあるラベル「洒竹2189」は旧番号,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8c06ea36-6a18-0d59-24dd-51ad59145bc2.json,8c06ea36-6a18-0d59-24dd-51ad59145bc2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/8c06ea36-6a18-0d59-24dd-51ad59145bc2,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/21f60f55524ac39cf27444be5042edd3b3e5c430.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746238,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0302,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8c06ea36-6a18-0d59-24dd-51ad59145bc2/manifest,,,,,106
翁反故家碑記,,,A00:洒竹:473,洒0473,303,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化|画像にあるラベル「洒竹2191」は旧番号,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b9746663-07b5-a317-0f52-247539b63458.json,b9746663-07b5-a317-0f52-247539b63458,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/b9746663-07b5-a317-0f52-247539b63458,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e2d9edf23f859ddb2efbd8f76618130b3e0689fb.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746237,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0303,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b9746663-07b5-a317-0f52-247539b63458/manifest,,,,,19
奥能遊奇奇,,,A00:洒竹:474,洒0474,304,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a5e157ce-6db3-2625-2d15-bdc382482d1f.json,a5e157ce-6db3-2625-2d15-bdc382482d1f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/a5e157ce-6db3-2625-2d15-bdc382482d1f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9f1299882bcd630bbaa0fe07086078df406c51da.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746236,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0304,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a5e157ce-6db3-2625-2d15-bdc382482d1f/manifest,,,,,42
双林寺物語,,,A00:洒竹:475,洒0475,305,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d486eb22-6e1b-39eb-646a-1b0bdad61720.json,d486eb22-6e1b-39eb-646a-1b0bdad61720,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/d486eb22-6e1b-39eb-646a-1b0bdad61720,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f7d543377070f53908396a19d79a6d897eb67f8b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746235,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0305,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d486eb22-6e1b-39eb-646a-1b0bdad61720/manifest,,,,,41
