資料名	資料名冒頭ヨミ	成立年次1	数量	成立年次2（複数年にわたる場合）	トップフォルダ	階層記号	階層名	iiif viewer	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	viewingHint	コレクション	ソート用項目	西暦	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
数学授業課程	スウガクジュウギョウ		1巻		第一高等学校関係文書	一高09	授業関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0245e889-332b-186c-7477-94bb2b590581.json	0245e889-332b-186c-7477-94bb2b590581	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/0245e889-332b-186c-7477-94bb2b590581	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d0fd834cd76147aefda5080066ef62d7674cfefd.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539113	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0077		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0245e889-332b-186c-7477-94bb2b590581/manifest					5
「高等学校図書科教員協議会決議」(大学予科第二部教程)	コウトウガッコウトショ	1900.07	1通		第一高等学校関係文書	一高09	授業関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a5298cf6-2588-8fd5-5345-c5087cb31618.json	a5298cf6-2588-8fd5-5345-c5087cb31618	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/a5298cf6-2588-8fd5-5345-c5087cb31618	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/af1bbc3163294e4d7a4162123ebd9b502b4c7033.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539114	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0078		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a5298cf6-2588-8fd5-5345-c5087cb31618/manifest					2
「体操科目日程表」「体操科教員受持学級並人員時間表」	タイソウカモク		1枚		第一高等学校関係文書	一高09	授業関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4487269e-7934-6dd3-8eae-85ac05be38ae.json	4487269e-7934-6dd3-8eae-85ac05be38ae	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/4487269e-7934-6dd3-8eae-85ac05be38ae	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2fe318e4a6259dd19dc0cc5140ab67a340033a98.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539115	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0079		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4487269e-7934-6dd3-8eae-85ac05be38ae/manifest					2
修身倫理科試験点数表	シュウシンリンリカ		13枚		第一高等学校関係文書	一高10	試験関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/20b6a904-5cf7-2faa-2fbe-7afe02605b0e.json	20b6a904-5cf7-2faa-2fbe-7afe02605b0e	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/20b6a904-5cf7-2faa-2fbe-7afe02605b0e	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/93263c8a99c4f8c9bc0bd4d6b4a57a4fa999df09.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539116	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0080		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/20b6a904-5cf7-2faa-2fbe-7afe02605b0e/manifest					13
「試業評点用紙」(自明治三六年 至明治三七年)	シギョウヒョウテン	1903-1904	8枚		第一高等学校関係文書	一高10	試験関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8e9ffd82-a624-441b-0605-ba2cc78b4485.json	8e9ffd82-a624-441b-0605-ba2cc78b4485	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/8e9ffd82-a624-441b-0605-ba2cc78b4485	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b47b21f5b8f5c3af4a527425e661968d5544a866.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539117	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0081		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8e9ffd82-a624-441b-0605-ba2cc78b4485/manifest					8
「修身倫理科予備試験問題」	シュウシンリンリカ		2枚		第一高等学校関係文書	一高10	試験関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b4ab3fca-31f7-6756-631c-5906aee03887.json	b4ab3fca-31f7-6756-631c-5906aee03887	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/b4ab3fca-31f7-6756-631c-5906aee03887	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/94d36e513cb3d9a83f7e09faee624f392c5bbf76.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539118	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0082		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b4ab3fca-31f7-6756-631c-5906aee03887/manifest					1
卒業後の進学先別人数	ソツギョウゴノシンガクサキ		3綴		第一高等学校関係文書	一高11	卒業関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/300718e0-3b1f-2915-a2b4-ac84bfd57e7c.json	300718e0-3b1f-2915-a2b4-ac84bfd57e7c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/300718e0-3b1f-2915-a2b4-ac84bfd57e7c	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f19e6285e2c7dfd02384eed7cb2340b6f2c8d0d5.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539119	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0083		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/300718e0-3b1f-2915-a2b4-ac84bfd57e7c/manifest					11
卒業後の進路希望	ソツギョウゴノシンロキボウ		4枚		第一高等学校関係文書	一高11	卒業関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9b265ec2-a385-2b6f-4eeb-e8a939428702.json	9b265ec2-a385-2b6f-4eeb-e8a939428702	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/9b265ec2-a385-2b6f-4eeb-e8a939428702	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/abfc525ac0beea4ae383481e96997266d35ba1e4.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539120	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0084		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9b265ec2-a385-2b6f-4eeb-e8a939428702/manifest					5
「第一高等学校大学予科卒業生人名」	ダイイチコウトウガッコウ	1900.07.02 / 1901.07.01	5枚		第一高等学校関係文書	一高11	卒業関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/eb9d1b66-61e2-34e6-6da9-eac25c1064c1.json	eb9d1b66-61e2-34e6-6da9-eac25c1064c1	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/eb9d1b66-61e2-34e6-6da9-eac25c1064c1	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/99ce003ebd482b4050be1781fb37e879800879e4.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539121	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0085		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/eb9d1b66-61e2-34e6-6da9-eac25c1064c1/manifest					12
野外演習関係手記	ヤガイエンシュウカンケイ		1冊		第一高等学校関係文書	一高12	野外演習関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ce76f51c-81cd-58e6-7110-61c533f051d4.json	ce76f51c-81cd-58e6-7110-61c533f051d4	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/ce76f51c-81cd-58e6-7110-61c533f051d4	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/19c4bd9f67b81809f823220f211e7da4010c8f8a.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539122	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0086		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ce76f51c-81cd-58e6-7110-61c533f051d4/manifest					13
野外演習関係メモ	ヤガイエンシュウカンケイ		6枚		第一高等学校関係文書	一高12	野外演習関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/65cebf21-62de-21d6-1d06-803f3d571cf2.json	65cebf21-62de-21d6-1d06-803f3d571cf2	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/65cebf21-62de-21d6-1d06-803f3d571cf2	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a33918f94083263d336aec5402ac799894b1c626.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539123	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0087		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/65cebf21-62de-21d6-1d06-803f3d571cf2/manifest					6
「第十回兵式野外演習心得」	ダイジッカイヘイシキ	1897.10	1枚		第一高等学校関係文書	一高12	野外演習関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/23105a53-5564-7d4a-348c-79eac7610bd7.json	23105a53-5564-7d4a-348c-79eac7610bd7	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/23105a53-5564-7d4a-348c-79eac7610bd7	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7063c60e24e93d57a975af5b6ccaa174a4cc6c3c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539124	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0088		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/23105a53-5564-7d4a-348c-79eac7610bd7/manifest					1
「第十一回兵式野外演習心得」	ダイジュウイッカイヘイシキ	1898.10	1枚		第一高等学校関係文書	一高12	野外演習関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6c4839ad-01ba-91f6-162c-c7d253de20bd.json	6c4839ad-01ba-91f6-162c-c7d253de20bd	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/6c4839ad-01ba-91f6-162c-c7d253de20bd	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5c9e62fda5ce897c607db483a98d3ee6580d2ed0.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539125	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0089		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6c4839ad-01ba-91f6-162c-c7d253de20bd/manifest					1
「第十二回兵式野外演習心得」	ダイジュウニカイヘイシキ	1899.10	1枚		第一高等学校関係文書	一高12	野外演習関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/50d6a3c7-7e27-11c9-468a-51cb7e78216a.json	50d6a3c7-7e27-11c9-468a-51cb7e78216a	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/50d6a3c7-7e27-11c9-468a-51cb7e78216a	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1aee1bf8f2e893082fe9b793a3a59355d8a7b7fd.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539126	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0090		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/50d6a3c7-7e27-11c9-468a-51cb7e78216a/manifest					1
「第十三回兵式野外演習心得」付・演習地略図他	ダイジュウサンカイヘイシキ	1900.10	1部		第一高等学校関係文書	一高12	野外演習関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/87a651d3-3d7c-7e31-8411-e72525cd3f23.json	87a651d3-3d7c-7e31-8411-e72525cd3f23	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/87a651d3-3d7c-7e31-8411-e72525cd3f23	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2b06f2ea7ee74b1ef72e5c69bb92130578add1d5.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539127	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0091		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/87a651d3-3d7c-7e31-8411-e72525cd3f23/manifest					6
「第十四回兵式野外演習心得」付・演習地略図他	ダイジュウヨンカイヘイシキ	1901.10	1部		第一高等学校関係文書	一高12	野外演習関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/23667f72-0da5-8ac7-7c2f-fad5871b6dc9.json	23667f72-0da5-8ac7-7c2f-fad5871b6dc9	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/23667f72-0da5-8ac7-7c2f-fad5871b6dc9	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9e0c6fc0460503b5b13af94e8e0ef7f2c075ddd4.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539128	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0092		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/23667f72-0da5-8ac7-7c2f-fad5871b6dc9/manifest					10
「第十五回兵式野外演習心得」	ダイジュウゴカイヘイシキ	1902.10	1枚		第一高等学校関係文書	一高12	野外演習関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/aba5e555-1288-39f9-7b50-ac8a17fc6ea5.json	aba5e555-1288-39f9-7b50-ac8a17fc6ea5	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/aba5e555-1288-39f9-7b50-ac8a17fc6ea5	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c0ddded32262077d6115e111bcc91dcdac98ecf0.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539129	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0093		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/aba5e555-1288-39f9-7b50-ac8a17fc6ea5/manifest					1
「第十六回兵式野外演習心得」	ダイジュウロクカイヘイシキ	1903.10	1部		第一高等学校関係文書	一高12	野外演習関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dd0e1c45-09e1-9bca-3705-e68afc9c9c02.json	dd0e1c45-09e1-9bca-3705-e68afc9c9c02	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/dd0e1c45-09e1-9bca-3705-e68afc9c9c02	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7428f5a55fa2e66d6ccc787e42fcf991729c4271.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539130	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0094		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dd0e1c45-09e1-9bca-3705-e68afc9c9c02/manifest					16
「第一高等学校学生兵式教練教育順序」	ダイイチコウトウガッコウ		1枚		第一高等学校関係文書	一高12	野外演習関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e682a416-614c-a754-6d12-74fd9f250f28.json	e682a416-614c-a754-6d12-74fd9f250f28	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/e682a416-614c-a754-6d12-74fd9f250f28	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7a8e87fff4974e21b6ac77e0f319db24617933f8.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539131	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0095		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e682a416-614c-a754-6d12-74fd9f250f28/manifest					1
「二泊行軍演習案」	ニハクコウグン	????.09.27			第一高等学校関係文書	一高12	野外演習関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/79786ea7-4320-56c5-14b1-2262b75f9967.json	79786ea7-4320-56c5-14b1-2262b75f9967	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/79786ea7-4320-56c5-14b1-2262b75f9967	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1454d767d40c9ca0c4345b09341e8b963c38848a.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539132	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0096		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/79786ea7-4320-56c5-14b1-2262b75f9967/manifest					6
「臨時教員養成所設立二関スル書類」	リンジキョウインヨウセイジョ	1902	1綴		第一高等学校関係文書	一高13	第二臨時教員養成所関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d91c4776-2f49-6594-4ca2-500a077e7f6f.json	d91c4776-2f49-6594-4ca2-500a077e7f6f	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/d91c4776-2f49-6594-4ca2-500a077e7f6f	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/92a8c4d6ad99b571b7607270d5fb44c3f76715c4.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539133	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0097		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d91c4776-2f49-6594-4ca2-500a077e7f6f/manifest					14
「第二臨時教員養成所開所式次第」	ダイニリンジキョウイン	1902	1枚		第一高等学校関係文書	一高13	第二臨時教員養成所関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f7fdb1fe-243d-a67b-6bfe-abec8b959f2c.json	f7fdb1fe-243d-a67b-6bfe-abec8b959f2c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/f7fdb1fe-243d-a67b-6bfe-abec8b959f2c	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f20ae397d69f1c392e941074b396943a2871fcbb.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539134	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0098		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f7fdb1fe-243d-a67b-6bfe-abec8b959f2c/manifest					1
「第二臨時教員養成所学生募集要項」	ダイニリンジキョウイン	1902.04.22	6部		第一高等学校関係文書	一高13	第二臨時教員養成所関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/30b05dd6-1658-7e5e-062d-8ded885864c7.json	30b05dd6-1658-7e5e-062d-8ded885864c7	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/30b05dd6-1658-7e5e-062d-8ded885864c7	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4511d713e5edc766c30dab39f2d457114c0081d2.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539135	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0099		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/30b05dd6-1658-7e5e-062d-8ded885864c7/manifest					6
