資料名	資料名冒頭ヨミ	成立年次1	数量	成立年次2（複数年にわたる場合）	トップフォルダ	階層記号	階層名	iiif viewer	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	viewingHint	コレクション	ソート用項目	西暦	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
「明治三十五年度人件費」	メイジサンジュウゴ	1902	2枚		第一高等学校関係文書	一高06	経理関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/85cba011-2c36-9579-401a-330fe4521fc4.json	85cba011-2c36-9579-401a-330fe4521fc4	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/85cba011-2c36-9579-401a-330fe4521fc4	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4bb4199146017eca60bda606da82623d72957a9e.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539088	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0052		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/85cba011-2c36-9579-401a-330fe4521fc4/manifest					3
「明治三十六年度歳出内訳予算表」	メイジサンジュウロク	1903	1枚		第一高等学校関係文書	一高06	経理関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2bf41081-498c-8943-a2d5-c5e9190d1063.json	2bf41081-498c-8943-a2d5-c5e9190d1063	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/2bf41081-498c-8943-a2d5-c5e9190d1063	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2b7ebace056cf4464a3d837222a48bd219a0f4a7.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539089	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0053		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2bf41081-498c-8943-a2d5-c5e9190d1063/manifest					1
「歳入歳出経常部」	サイニュウ		2枚		第一高等学校関係文書	一高06	経理関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/174fb7b6-8c6b-75ee-9479-de9b4f6824c0.json	174fb7b6-8c6b-75ee-9479-de9b4f6824c0	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/174fb7b6-8c6b-75ee-9479-de9b4f6824c0	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4759ffba14e9656c01f842e54aa62386c84e0d9c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539090	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0054		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/174fb7b6-8c6b-75ee-9479-de9b4f6824c0/manifest					1
「各高等学校三十二年度化学部予算高一覧表」	カクコウトウガッコウ	1899	1綴		第一高等学校関係文書	一高06	経理関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/44dfea54-0169-8b31-4a12-fc1fbc21819b.json	44dfea54-0169-8b31-4a12-fc1fbc21819b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/44dfea54-0169-8b31-4a12-fc1fbc21819b	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a83b5077bc7ae86eafd55c4c49267e7684d758b8.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539091	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0055		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/44dfea54-0169-8b31-4a12-fc1fbc21819b/manifest					3
授業料及予算積立に関する建議書草稿 付・授業料三十ヶ年積立金一覧表	ジュギョウリョウオヨビ	1902.04.29	1部		第一高等学校関係文書	一高06	経理関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/530bd714-8e94-156a-1d0f-e62dc2ce3064.json	530bd714-8e94-156a-1d0f-e62dc2ce3064	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/530bd714-8e94-156a-1d0f-e62dc2ce3064	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a20153afa3850b13b76d907c102d3e40aa32de13.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539092	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0056		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/530bd714-8e94-156a-1d0f-e62dc2ce3064/manifest					8
出張旅費明細	シュッチョウリョヒ		2綴		第一高等学校関係文書	一高06	経理関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e7f5cb0c-9909-20ea-37e6-445cdeb30894.json	e7f5cb0c-9909-20ea-37e6-445cdeb30894	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/e7f5cb0c-9909-20ea-37e6-445cdeb30894	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fce824ee3c82ff3965cd561d0fe3f57143dc84cc.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539093	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0057		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e7f5cb0c-9909-20ea-37e6-445cdeb30894/manifest					7
受領証	ジュリョウショウ	1904.12.28-29	20枚	1904.12.29	第一高等学校関係文書	一高06	経理関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4326a836-8ef5-827a-4b78-862ebafa9ece.json	4326a836-8ef5-827a-4b78-862ebafa9ece	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/4326a836-8ef5-827a-4b78-862ebafa9ece	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e6cc32bb3526c1ce2497a7d94ca4b2ed8f58c13f.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539094	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0058		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4326a836-8ef5-827a-4b78-862ebafa9ece/manifest					20
庶務掛から校長宛	ショムカカリ	????.08.16	1枚		第一高等学校関係文書	一高07	諸通知	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fd18f631-206e-1b15-81f2-675d26bb0695.json	fd18f631-206e-1b15-81f2-675d26bb0695	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/fd18f631-206e-1b15-81f2-675d26bb0695	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6fb3fc7a78e33c2368605e2c91fa649ff46b78aa.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539095	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0059		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fd18f631-206e-1b15-81f2-675d26bb0695/manifest					1
寮務掛から庶務掛宛	リョウムカカリ	????.04.10	2枚		第一高等学校関係文書	一高07	諸通知	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4744c086-4eb6-4c41-3406-dfc32f6b1282.json	4744c086-4eb6-4c41-3406-dfc32f6b1282	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/4744c086-4eb6-4c41-3406-dfc32f6b1282	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/077878a411bf2dd0c816a44da49005560843f5a2.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539096	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0060		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4744c086-4eb6-4c41-3406-dfc32f6b1282/manifest					1
寮務掛から校長宛	リョウムカカリ	????.01.27	2枚		第一高等学校関係文書	一高07	諸通知	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/681f808c-2e86-6376-0e5c-6b49d7034273.json	681f808c-2e86-6376-0e5c-6b49d7034273	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/681f808c-2e86-6376-0e5c-6b49d7034273	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/492fff4e591ebd1315560ce136780373502544d4.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539097	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0061		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/681f808c-2e86-6376-0e5c-6b49d7034273/manifest					1
宿直から校長宛	シュクチョク	1901.08.14	1枚		第一高等学校関係文書	一高07	諸通知	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0b68eedc-58dd-7e50-009b-edf52814026b.json	0b68eedc-58dd-7e50-009b-edf52814026b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/0b68eedc-58dd-7e50-009b-edf52814026b	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5a1b86e6227102eb646868144196b7f252088c15.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539098	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0062		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0b68eedc-58dd-7e50-009b-edf52814026b/manifest					1
狩野亨吉宛捺印依頼	カノウコウキチ	????.11.21	1枚		第一高等学校関係文書	一高07	諸通知	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a02e36dd-7d2e-7f0e-1918-00fc8eec5e21.json	a02e36dd-7d2e-7f0e-1918-00fc8eec5e21	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/a02e36dd-7d2e-7f0e-1918-00fc8eec5e21	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f5e4c3f41a90b5d53f7b222311ec4618411006fd.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539099	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0063		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a02e36dd-7d2e-7f0e-1918-00fc8eec5e21/manifest					1
熊沢鏡之介から狩野亨吉宛	クマザワキョウノスケ		1枚		第一高等学校関係文書	一高07	諸通知	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/892df419-a2f5-74ff-3c49-5b44812711df.json	892df419-a2f5-74ff-3c49-5b44812711df	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/892df419-a2f5-74ff-3c49-5b44812711df	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/22ffff6ca3abeb0a5bda6127da591006be7a339e.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539100	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0064		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/892df419-a2f5-74ff-3c49-5b44812711df/manifest					1
杉山素輔から校長宛	スギヤマモトスケ	????.08.20	1枚		第一高等学校関係文書	一高07	諸通知	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/bb2d1ca9-9bb3-3374-09ba-8da578938c03.json	bb2d1ca9-9bb3-3374-09ba-8da578938c03	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/bb2d1ca9-9bb3-3374-09ba-8da578938c03	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/96cd9d154b23652e8782913a19ec9952cd072a68.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539101	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0065		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/bb2d1ca9-9bb3-3374-09ba-8da578938c03/manifest					1
医員から寮務掛宛	イイン	????.??.27	1枚		第一高等学校関係文書	一高07	諸通知	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/52779a55-55b0-1e7a-22bd-2c8d628f6801.json	52779a55-55b0-1e7a-22bd-2c8d628f6801	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/52779a55-55b0-1e7a-22bd-2c8d628f6801	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8d0603a465dbf405305f703f777447effbb06252.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539102	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0066		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/52779a55-55b0-1e7a-22bd-2c8d628f6801/manifest					2
医員の診断書	イイン	1906.05.07	1枚		第一高等学校関係文書	一高07	諸通知	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a2c6f379-3f58-755f-20e2-729cb09a3ce6.json	a2c6f379-3f58-755f-20e2-729cb09a3ce6	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/a2c6f379-3f58-755f-20e2-729cb09a3ce6	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9dd4d5c595a5e6bdafa69d2442fdf683906f2928.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539103	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0067		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a2c6f379-3f58-755f-20e2-729cb09a3ce6/manifest					1
「狭窄射的」「大森ノ射的」に関するメモ	キョウサクシャテキ		1枚		第一高等学校関係文書	一高07	諸通知	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3736b0e8-8b53-7a46-643a-5179267e7a36.json	3736b0e8-8b53-7a46-643a-5179267e7a36	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/3736b0e8-8b53-7a46-643a-5179267e7a36	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/14b6ad97e24aca7f6b40c1695663a05fe5aac3cc.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539104	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0068		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3736b0e8-8b53-7a46-643a-5179267e7a36/manifest					1
高等学校入学試験に関する会議記録	コウトウガッコウ		1冊		第一高等学校関係文書	一高08	入学試験関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d352d1f3-6c8a-28b5-9272-29990f33259c.json	d352d1f3-6c8a-28b5-9272-29990f33259c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/d352d1f3-6c8a-28b5-9272-29990f33259c	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/bdb8200ebae71fbf1f1ff34da04ecd55a531a12a.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539105	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0069		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d352d1f3-6c8a-28b5-9272-29990f33259c/manifest					49
陳情書写(高等学校の独逸語による受験生の枠の拡大に関して)	チンジョウショウツシ		1通		第一高等学校関係文書	一高08	入学試験関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e26e773d-55f4-797c-178c-717b4f390246.json	e26e773d-55f4-797c-178c-717b4f390246	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/e26e773d-55f4-797c-178c-717b4f390246	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b9aa8032712acb2f8eddf958bafdf3105b6dd129.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539106	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0070		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e26e773d-55f4-797c-178c-717b4f390246/manifest					8
入学手続改正に伴う通知	ニュウガクテツヅキ	1901.05.09	1通		第一高等学校関係文書	一高08	入学試験関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7f0009c0-8d75-12a8-355d-5e555bff6a1e.json	7f0009c0-8d75-12a8-355d-5e555bff6a1e	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/7f0009c0-8d75-12a8-355d-5e555bff6a1e	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e0ebc16d9603828b7973f7e901ab8131f7ecfc86.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539107	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0071		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7f0009c0-8d75-12a8-355d-5e555bff6a1e/manifest					3
入学者選抜試験監督心得	ニュウガクシャセンバツ		1綴		第一高等学校関係文書	一高08	入学試験関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/99be0a10-81fd-2d19-8d3c-8386f12b8421.json	99be0a10-81fd-2d19-8d3c-8386f12b8421	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/99be0a10-81fd-2d19-8d3c-8386f12b8421	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/64dd9dde11a50eed6e41726e9a92c879f1cf4f37.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539108	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0072		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99be0a10-81fd-2d19-8d3c-8386f12b8421/manifest					5
「明治三十八年第一高等学校一覧摘要」	メイジサンジュウハチネン	1905	1巻		第一高等学校関係文書	一高08	入学試験関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e6256b5d-23ea-9397-35f5-2b14918a0274.json	e6256b5d-23ea-9397-35f5-2b14918a0274	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/e6256b5d-23ea-9397-35f5-2b14918a0274	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/57776ce8c1ef76e89397de04e96289ace06b184d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539109	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0073		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e6256b5d-23ea-9397-35f5-2b14918a0274/manifest					2
課目学年別時間数	カモクガクネンベツ		1枚		第一高等学校関係文書	一高09	授業関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7c28b7c0-739a-70b4-831e-f0f564cf2685.json	7c28b7c0-739a-70b4-831e-f0f564cf2685	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/7c28b7c0-739a-70b4-831e-f0f564cf2685	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a6a84d9d17ccfa1eff42e572132b45b1ab2e7892.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539110	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0074		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7c28b7c0-739a-70b4-831e-f0f564cf2685/manifest					1
「明治三十五年第一高等学校教科書目」	メイジサンジュウゴネン	1902	1冊		第一高等学校関係文書	一高09	授業関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5bf7d85a-a705-38c4-a578-a18fc35408b7.json	5bf7d85a-a705-38c4-a578-a18fc35408b7	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/5bf7d85a-a705-38c4-a578-a18fc35408b7	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6e013275e25326cb0ee00db6211f2c2c6ea1eb6d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539111	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0075		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5bf7d85a-a705-38c4-a578-a18fc35408b7/manifest					14
「西村講師倫理科講義目録」	ニシムラコウシ		1冊		第一高等学校関係文書	一高09	授業関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fd7c352c-350b-0604-83da-0a2691c4766d.json	fd7c352c-350b-0604-83da-0a2691c4766d	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/fd7c352c-350b-0604-83da-0a2691c4766d	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b4b95999e7a3739e58d02e854ad1d11fd040b56a.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539112	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0076		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fd7c352c-350b-0604-83da-0a2691c4766d/manifest					9
