タイトル	請求記号	タイトルヨミ	別タイトル	著者	出版社	出版年（西暦）	出版年（和暦）	著作の構成	刊写の別	大きさ（縦×横）	注記	言語	種別	公開コレクション名	iiif viewer	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	viewingHint	コレクション	ソート用項目	西暦	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
dcterms:title	dcndl:callNumber	dcndl:titleTranscription	dcterms:alternative	dcterms:creator	dcterms:publisher	dcterms:issued	dcterms:date	bibo:numVolumes	dcterms:type	dcterms:extent	dcterms:description	dcterms:language	dcndl:materialType	uterms:bunko	iiif viewer	bibo:identifier	dcterms:isPartOf	dcterms:relation	dcterms:rights	foaf:thumbnail	rdfs:seeAlso	sc:attributionLabel	sc:viewingDirection	sc:viewingHint	uterms:databaseLabel	uterms:sort	uterms:year	uterms:manifestUri	uterms:searchApiUri	uterms:annotedManifest	uterms:linkToTapas	uterms:rtf	6768
真言陀羅尼	A00:4011	シンゴン ダラニ		宗存[著]	不明	不明	不明	1軸	刊	小	分類:仏教マイクロフィルム番号:9-11-1	中国語	漢籍		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1f35990b-a490-1a63-2ab0-32cd98112cf7.json	1f35990b-a490-1a63-2ab0-32cd98112cf7	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/1f35990b-a490-1a63-2ab0-32cd98112cf7	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/93b6ba1757df60b8d1d7165c0d8bf731126f3d31.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172011	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	1		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172011/manifest					49
家傳通外方	A00:6470	カデン  ツウガイホウ		度會常辰[著]	不明	不明	不明	2冊	写	28 cm	"題簽   :  家伝通外印記  :  岡崎桂一郎  光義之印、 朱印光高ノ黒印アリ巻末ニ「家傳通外上下二巻謹記之  于時永祿二年巳未冬十月十一日、正五位下度會常辰抜萃」トアリ分類:医学
マイクロフィルム番号:6-31-3"	日本語	和古書	鶚軒文庫	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/70b9201c-60a5-1234-1ffd-83e62cc2416e.json	70b9201c-60a5-1234-1ffd-83e62cc2416e	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/70b9201c-60a5-1234-1ffd-83e62cc2416e	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3d90955e10b222feeaabcd72726b44ca46fb5a7c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/171979	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	10		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/171979/manifest					99
管蠡草灸診抄	A00:6477	カンレイ  ソウキュウ  シンショウ		度會常光[著]	不明	1546	天文15	74丁(帙入)	写	28 cm	"印記 : 岡崎桂一郎度會常辰筆分類:医学
マイクロフィルム番号:6-31-4"	日本語	和古書	鶚軒文庫	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/255d0375-6a99-273b-0f01-2534091452a4.json	255d0375-6a99-273b-0f01-2534091452a4	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/255d0375-6a99-273b-0f01-2534091452a4	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/374dfb21ffd60bc238d3e625f0e60601fd05d77d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/171982	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	11		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/171982/manifest					77
恒民粋	A00:6483	コウミンスイ		曲直瀬道三[著]	不明	不明	不明	5冊(1帙入)	写	26  cm	"自筆本印記  :   鶚軒文庫、鶚軒所穫分類:医学
マイクロフィルム番号:6-31-7"	日本語	和古書	鶚軒文庫	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d7186cac-857f-23f6-3e96-b84378a410c7.json	d7186cac-857f-23f6-3e96-b84378a410c7	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/d7186cac-857f-23f6-3e96-b84378a410c7	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3051d4ce9b67e9d94cdd122495305ba6280ab439.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/171992	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	12		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/171992/manifest					208
診切枢要	A00:6488	シンセツ  スウヨウ		曲直瀬道三[著]	不明	不明	不明	29丁(帙入)	写	26 cm	"曲直瀬正琳写印記 : 望氷壬戌巳後所集舊斬古●三井家雙●閣、雙蔑●臧分類:医学
マイクロフィルム番号:6-31-8"	日本語	和古書	鶚軒文庫	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0ace76fd-80f5-5406-5607-0879c0737535.json	0ace76fd-80f5-5406-5607-0879c0737535	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/0ace76fd-80f5-5406-5607-0879c0737535	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f0beb571fef1e177a2abb7798fcae7b7a8f2bdd4.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172018	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	13		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172018/manifest					33
新刊勿聴子俗解八十一難経	A00:6513	しんかんぶっちょうしぞっかいはちじゅういちなんけい		熊宗立[著]	不明	1608	慶長13	198丁	写	26 cm	"土肥文庫旧蔵、帙入印記 : 茂木文庫鶚軒文庫題簽 : 難経抄分類:医学
マイクロフィルム番号:6-31-5"	日本語	和古書	鶚軒文庫	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c391c0b7-642b-7f20-902d-6bfc6b3c8d0a.json	c391c0b7-642b-7f20-902d-6bfc6b3c8d0a	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/c391c0b7-642b-7f20-902d-6bfc6b3c8d0a	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/885eca8d8fbe6d587d01eecbb324b8d5bb1ca3c5.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172031	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	14		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172031/manifest					202
脉訣	A00:6516	ミャクケツ		崔嘉彦[著] ; 紫虚崔真人撰	不明	不明	不明	20丁	写	28 cm	"帙入題簽 : 鼻祖一渓叟道三墨蹟  奥山春斉蔵分類:医学
マイクロフィルム番号:6-31-6"	中国語	漢籍	鶚軒文庫	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4d9020c1-0096-86d9-130f-c67d20ee2a85.json	4d9020c1-0096-86d9-130f-c67d20ee2a85	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/4d9020c1-0096-86d9-130f-c67d20ee2a85	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b5f64aaf2f0be538bc422782b226488664bbb3c0.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172000	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	15		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172000/manifest					24
避子説	A00:6406	ヒシセツ		天野信景[著]	不明	1701	元禄14	1冊	写	大	"自筆稿本分類:漢学
マイクロフィルム番号:6-32-20"	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dd296df6-38fa-a025-7371-5e7d2ceb2046.json	dd296df6-38fa-a025-7371-5e7d2ceb2046	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/dd296df6-38fa-a025-7371-5e7d2ceb2046	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/cf68a50838e4e72cf58899d01b53c33c097d0c04.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/171973	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	16		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/171973/manifest					8
長恨歌圖抄	A00:4192	チョウゴンカ  ズショウ			不明	1677	延宝5	5巻5冊	刊	大	分類:漢詩・注釈マイクロフィルム番号:7-8-1	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/cd187574-954d-6fb0-0874-a3e39ad16ac2.json	cd187574-954d-6fb0-0874-a3e39ad16ac2	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/cd187574-954d-6fb0-0874-a3e39ad16ac2	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8e6a3d98535d5896a992aa9a119c8bece89ea9ba.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/171966	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	17		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/171966/manifest					152
一葉抄	A00:4202	イチヨウショウ			不明	不明	不明	1冊	写	大	分類:歌学マイクロフィルム番号:7-9-5	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2c2614d0-8c8e-8088-284a-92c977dc6774.json	2c2614d0-8c8e-8088-284a-92c977dc6774	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/2c2614d0-8c8e-8088-284a-92c977dc6774	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/74d065ff9bad2c3fec2dace6198d6e1196cb1266.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/171975	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	18		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/171975/manifest					105
義経一代記第二綴くらま山	A00:4131	ヨシツネ イチダイキ ダイニテツ クラマヤマ		柳亭種彦作 ; 柳川重信畫	不明	不明	不明	1冊	写	小	"自筆本分類:合巻
マイクロフィルム番号:7-11-21"	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b6aef1c0-7a83-1379-0094-7009198b4291.json	b6aef1c0-7a83-1379-0094-7009198b4291	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/b6aef1c0-7a83-1379-0094-7009198b4291	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5b3f01f959f47bd23ab3dbeceeff7778bd219109.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172029	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	19		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172029/manifest					10
験号	A00:6552	ケンゴウ	験號	Remmelin, Johann著	大坂 : 渋川清右衛門	1794	寛政6	1冊	刊	15 cm	"印記 : 江坂家ノ未印験號は和蘭全躯内外分合図の一部。分類:医学
マイクロフィルム番号:6-7-12"	日本語	和古書	鶚軒文庫	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/20e39fc5-a301-2156-20ea-8082dd32289f.json	20e39fc5-a301-2156-20ea-8082dd32289f	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/20e39fc5-a301-2156-20ea-8082dd32289f	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/80940f167adbea1eee646cfe843fb5766f2c1275.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/171985	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	2		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/171985/manifest					46
(新鍥)雲林神彀	A00:6469	シンケイ ウンリン シンコウ		龔廷賢[著] ; 龔●陞, 呉濟民校	不明	1597	萬暦25	2冊(1帙入)	刊	25 cm	"印記 : 吉家氏蔵、森氏、杉本氏蔵分類:医学
マイクロフィルム番号:7-11-11"	中国語	漢籍	鶚軒文庫	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f67b71a9-8295-7ee7-6b3c-43798c0182d6.json	f67b71a9-8295-7ee7-6b3c-43798c0182d6	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/f67b71a9-8295-7ee7-6b3c-43798c0182d6	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8bbc3edc8fad2ef22277878824f2eaff16fa9cbc.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172027	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	20		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172027/manifest					145
書史会要及補遺	A00:5877	ショシ カイヨウ オヨビ ホイ		陶宗儀[著]	不明	不明	不明	10巻3冊	写	大	分類:目録マイクロフィルム番号:7-13-2	中国語	漢籍	青洲文庫	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/04d80d2f-7432-00cd-a1d1-2f1333d84743.json	04d80d2f-7432-00cd-a1d1-2f1333d84743	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/04d80d2f-7432-00cd-a1d1-2f1333d84743	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/33b9985855ef89996c0ac962294dcee7d1cdbb84.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172016	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	21		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172016/manifest					257
天神記	A00:5770	テンジンキ			不明	不明	不明	1冊	写	中	分類:室町物語マイクロフィルム番号:7-15-16	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/43ca8e1d-087d-5bdc-3bc3-372800f60cb6.json	43ca8e1d-087d-5bdc-3bc3-372800f60cb6	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/43ca8e1d-087d-5bdc-3bc3-372800f60cb6	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/15158cd4065954556ac6f12f59e7cf7df45729e6.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172022	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	22		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172022/manifest					13
文正草子	A00:6056	ブンショウ  ソウシ			不明	不明	不明	1冊	写	中	"奈良絵本内題 : 塩賣物語分類:室町物語
マイクロフィルム番号:7-15-15"	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7feffc5a-659e-02e0-40df-df42e9059307.json	7feffc5a-659e-02e0-40df-df42e9059307	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/7feffc5a-659e-02e0-40df-df42e9059307	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ae4261ac9b3cdea8d59391d6876676d6d29dbdfe.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/171965	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	23		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/171965/manifest					68
老子	A00:6295	ロウシ		河上公註	不明	不明	不明	1冊	写	大	分類:漢学マイクロフィルム番号:7-15-20	中国語	漢籍	南葵文庫	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/586ea69e-70f6-36b0-9e8c-64ff5f4c3f09.json	586ea69e-70f6-36b0-9e8c-64ff5f4c3f09	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/586ea69e-70f6-36b0-9e8c-64ff5f4c3f09	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/137f695d2b42d95d1b2704fa294c20c79ee24eb5.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172007	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	24		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172007/manifest					69
月日の本地	A00:6334	ツキヒ ノ ホンジ	月日の物語		不明	不明	不明	1軸	写	大	分類:室町物語マイクロフィルム番号:7-16-5	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b64a927b-3706-22ba-0aeb-550af6195588.json	b64a927b-3706-22ba-0aeb-550af6195588	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/b64a927b-3706-22ba-0aeb-550af6195588	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/51004ac9dc71f52db7cc505c3b6f263aa4976374.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172026	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	25		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172026/manifest					38
東叡山開山慈眼大師縁起	A00:4064	トウエイザン カイサン ジゲン ダイシ エンギ		胤海[著]	不明	1680	延宝8	2巻1冊	刊	大	分類:伝記マイクロフィルム番号:7-18-7	日本語	和古書	南葵文庫	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/de2a9abc-62d1-1943-32b4-156471ef8c5c.json	de2a9abc-62d1-1943-32b4-156471ef8c5c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/de2a9abc-62d1-1943-32b4-156471ef8c5c	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0dd51a519ed3a06df7c34ce6cd31e11c71330d22.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172024	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	26		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172024/manifest					44
天目中峯和尚廣録	A00:6112	テンモク チュウホウ オショウ コウロク			不明	不明	不明	15冊	刊	大	古活字版マイクロフィルム番号:7-20-1	中国語	漢籍		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/652f540f-9d21-0493-7728-52e359fe4292.json	652f540f-9d21-0493-7728-52e359fe4292	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/652f540f-9d21-0493-7728-52e359fe4292	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a3326d7ec620471349ba29dd9dfca64a1756c2df.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172023	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	27		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172023/manifest					810
砂按子蠨蛸図説	A00:5846	サズイシ ショウショウ ズセツ		前田利保[著]	不明	1838	天保9	1冊	写	大	分類:動物マイクロフィルム番号:7-22-17	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0178c1cb-097d-7ac2-2563-307ae3b80eef.json	0178c1cb-097d-7ac2-2563-307ae3b80eef	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/0178c1cb-097d-7ac2-2563-307ae3b80eef	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/230e3056b8de62819732472addd1456a1b1ceb83.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172010	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	28		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172010/manifest					20
百鬼夜行図	A00:6275	ヒャッキ ヤコウズ	百鬼夜行絵巻	土佐行秀画	不明	不明	不明	1軸	写	大	"蔭山広迢模写分類:絵巻
マイクロフィルム番号:8-8-2"	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c572fe8a-6eb0-5b58-5b97-5f68e8786681.json	c572fe8a-6eb0-5b58-5b97-5f68e8786681	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/c572fe8a-6eb0-5b58-5b97-5f68e8786681	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/70ee406f0a722e96295858d115af56f2b70b6713.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/171974	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	29		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/171974/manifest					18
鳥名子記	A00:4160	トナゴキ		山崎美成著	不明	1819	文政2	1冊	写	大	"自筆本巻末ニ「『文政二年歳次巳卯冬十月借鈔温古堂之本旦逐一校正ス』 山崎美成 」ト書ケリ分類:祭祀
マイクロフィルム番号:6-8-7"	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3c220085-7d42-833a-084a-64a5f9072686.json	3c220085-7d42-833a-084a-64a5f9072686	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/3c220085-7d42-833a-084a-64a5f9072686	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/63c695296cd0eac97ba7fd0d187ff16c2a08536e.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172025	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	3		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172025/manifest					12
